id,date_accessed,region,segment,source_type,source_url,quote_verbatim,language,situation,what_broke,how_noticed,time_to_notice,impact,would_prevent,has_bq,pain_cluster,evidence_id
NG5-011,2026-09-04,SK,eshop_large,website,https://www.dase-analytics.com/blog/sk/black-friday-checklist-10-veci-ktore-by-ste-mali-skontrolovat-co-najskor/,"purchase event sa na ďakovnej stránke vôbec nespustí, spustí sa skôr, než sa načítajú údaje o objednávke, zákazník zatvorí stránku príliš rýchlo, platobná brána ho nepresmeruje späť, alebo udalosť zablokuje cookie lišta či prehliadač. … Pri desiatich objednávkach si to možno všimnete. Pri tisícoch objednávok môže rozdiel vyzerať ako „bežná odchýlka“.",sk,E-shop s tisíci objednávkami – část nákupů se do analytiky vůbec neodešle z pěti různých příčin,release_web,při velkém objemu vůbec – rozdíl vypadá jako běžná odchylka,neuvedeno (u velkých objemů se nezjistí),Systematické podhodnocení tržeb; Smart Bidding se učí na neúplných datech,"Denní rekonciliace počtu objednávek a tržeb ve třech systémech (platforma, platební/fakturační systém, analytika) s vysvětlitelným prahem",no,"Čím větší e-shop, tím menší šance, že si ztrátu všimne",EG5-037
NG5-012,2026-09-04,SK,eshop_mid,website,https://www.dase-analytics.com/blog/sk/black-friday-checklist-10-veci-ktore-by-ste-mali-skontrolovat-co-najskor/,Zákazník obnoví ďakovnú stránku a purchase event sa odošle druhýkrát. Alebo sa rovnaký nákup posiela cez webový Google Tag Manager aj cez serverové meranie bez správnej deduplikácie. Z jednej objednávky sú zrazu dve. Tržby rastú. ROAS vyzerá fantasticky. Marketing sa teší. Len bankový účet má na situáciu trochu iný názor.,sk,E-shop s paralelním webovým a serverovým měřením bez deduplikace; každé obnovení děkovací stránky vytvoří další konverzi,gtm_change_dev,nezjistí se z analytiky – jen srovnáním s bankovním účtem,neuvedeno,Nafouknuté tržby a ROAS; rozpočty se alokují podle falešných čísel,"Unikátní transaction ID + testovací objednávky se scénáři (refresh, návrat přes historii, mobil, přerušená platba)",no,"Duplicity vypadají jako úspěch, proto je nikdo nehlásí",EG5-037
NG5-013,2026-09-04,SK,eshop_mid,website,https://www.dase-analytics.com/blog/sk/black-friday-checklist-10-veci-ktore-by-ste-mali-skontrolovat-co-najskor/,"Tlačidlo stále funguje. Zákazník vloží produkt do košíka. Len udalosť add_to_cart sa už neodošle, pretože sa zmenil názov prvku, alebo spôsob načítania stránky.",sk,"Před sezónou se na webu mění checkout, produktové karty, výdejní místa a slevové mechaniky; každá změna může rozbít dataLayer",release_web,"vizuálně nijak – tlačítko funguje, jen event nedorazí",neuvedeno,Chybějící mikrokonverze v trychtýři; remarketingová publika se nenaplňují,"Retest celé nákupní cesty (7 kroků) před nasazením i po něm, ne jen na stagingu",no,Funkční UI neznamená funkční měření,EG5-035
NG5-014,2026-09-04,SK,eshop_mid,website,https://www.dase-analytics.com/blog/sk/black-friday-checklist-10-veci-ktore-by-ste-mali-skontrolovat-co-najskor/,"Cookie consent je jedna z vecí, ktoré sa často nastavia raz a ďalej sa veľmi neriešia. Lenže web sa mení. … Môže sa stať, že: tagy sa spustia ešte pred súhlasom, nespustia sa ani po súhlase, zmena súhlasu sa neodošle, lišta funguje na desktope, ale nie na mobile",sk,"Cookie lišta nastavená jednou při nasazení; postupně přibývají nové nástroje, pixely, chaty, A/B testování a serverové měření, se kterými lišta nekomunikuje",consent_change,"obvykle vůbec – vypadá to, že lišta funguje, protože se zobrazuje",neuvedeno,"Buď měření bez souhlasu (právní riziko), nebo ztráta dat i po souhlasu",Testování všech sedmi scénářů souhlasu (vč. mobilu a anonymního režimu) po každé změně webu nebo přidání nástroje,no,Consent se nastaví jednou a už se nekontroluje,EG5-032
NG5-015,2026-09-04,SK,eshop_mid,website,https://www.dase-analytics.com/blog/sk/black-friday-checklist-10-veci-ktore-by-ste-mali-skontrolovat-co-najskor/,"Zákazník príde z reklamy na Facebooku, vloží produkt do košíka a prejde na platobnú bránu. Po zaplatení sa vráti na web. Analytika však môže jeho návrat vyhodnotiť ako novú návštevu. … V reporte následne vidíte, že vám objednávky prináša banka.",sk,E-shop mění nebo přidává platební metodu; návrat z platební brány se počítá jako nová návštěva,release_web,až když se v reportu objeví banka nebo platební brána jako zdroj objednávek,neuvedeno,Konverze se připisují platební bráně místo kampaně; kampaně se vypínají jako neúspěšné,"Kontrola unwanted referrals, cross-domain a návratu z platby po každé změně platebních metod; testovat každou metodu zvlášť",no,Atribuce se rozbije bez ztráty objemu dat,EG5-032
NG5-016,2026-09-04,SK,eshop_mid,website,https://www.dase-analytics.com/blog/sk/black-friday-checklist-10-veci-ktore-by-ste-mali-skontrolovat-co-najskor/,"A potom sa v reportoch objaví: facebook, Facebook, fb, facebook.com, social, paid-social a obľúbené blackfriday_final_nove2. Pre človeka možno ide o to isté. Pre analytiku sú to rôzne hodnoty. Výsledkom je rozbitý report, v ktorom sa údaje musia ručne spájať.",sk,"Před sezónou vzniká mnoho kampaní naráz (e-mail, sociální sítě, influenceři, porovnávače, affiliate, SMS, QR kódy) a každý člen týmu si UTM parametry vyrábí po svém",utm_chaos,"hned v reportu, ale až po skončení kampaně, kdy se s tím nedá nic dělat",po skončení kampaně,Report se musí ručně spojovat; hodiny práce navíc a nespolehlivé srovnání kanálů,Jednotný systém pojmenování a sdílená tabulka/generátor UTM před spuštěním kampaní; hlídání kampaní bez parametrů,no,"UTM chaos vzniká rychlostí, ne neznalostí",EG5-032
NG5-017,2026-09-04,SK,eshop_small,blog,https://www.madaja.sk/analytika/google-analytics-4-eshop-navod/,"Meranie e-shopu je krehká vec — plugin, ktorý sa rok nehýbe, vám pri najbližšej väčšej aktualizácii WooCommerce ticho prestane posielať nákupy. Zistíte to až o mesiac, keď sa budete čudovať, prečo tržby nesedia.",sk,"E-shop na WooCommerce měří nákupy přes plugin, jehož vývojář ho rok neaktualizoval; při major update WooCommerce plugin přestane odesílat purchase",platform_migration,až při srovnání tržeb; autor uvádí typicky měsíc,cca 1 měsíc,Měsíc rozhodování a optimalizace kampaní na chybějících tržbách,"Automatická denní kontrola, že purchase event chodí; alert na nulu/propad po každé aktualizaci platformy nebo pluginu",no,Aktualizace třetí strany rozbije měření bez zásahu majitele,EG5-049
NG5-018,2026-09-04,SK,eshop_small,blog,https://www.madaja.sk/analytika/google-analytics-4-eshop-navod/,"U jedného klienta GA4 nemeralo mesiace prakticky nič. Web poctivo posielal údaje, lenže v starom formáte, ktorému GA4 už nerozumie. Nikto si to nevšimol, pretože návštevnosť v prehľadoch bola — chýbali „len"" tržby.",sk,"Konkrétní klient: web posílal e-commerce data ve starém (UA) formátu, GA4 je nezpracovalo; návštěvnost v reportech byla v pořádku",ga4_change,"až při převzetí nového dodavatele; návštěvnost seděla, proto nikdo nic nehledal",měsíce,Měsíce bez dat o tržbách podle kanálu; kampaně bez konverzních dat,Alert 'purchase = 0 při nenulové návštěvnosti'; kontrola formátu e-commerce dat po migraci na GA4,no,"Data 'chodí', ale nástroj jim nerozumí – vypadá to jako funkční měření",EG5-049
NG5-019,2026-09-04,SK,eshop_small,blog,https://www.madaja.sk/analytika/google-analytics-4-eshop-navod/,"Častá chyba: nastaviť merania a už sa na ne nikdy nepozrieť. Pri každej väčšej zmene e-shopu — výmene šablóny, platobnej brány či aktualizácii pluginu — si prejdite testovací nákup znova. … Budem úprimný: … chyba je tichá. Nedozviete sa o nej, kým sa podľa nej mesiace nerozhodujete.",sk,"Typický SK e-shop, který si měření nechal jednou nastavit a od té doby ho nikdo nekontroluje, přestože mění šablonu, platební bránu i pluginy",release_web,"nezjistí se; autor doslova říká, že se o chybě nedozvíte, dokud se podle ní měsíce nerozhodujete",měsíce,Rozhodování o rozpočtech a sortimentu podle chybných dat po dobu měsíců,"Testovací nákup po každé větší změně e-shopu jako opakovaná služba, ne jednorázový krok",no,Nastaveno = hotovo; nikdo nevlastní opakovanou kontrolu,EG5-049
NG5-020,2026-09-04,SK,eshop_mid,website,https://www.dase-analytics.com/blog/sk/nemate-enhanced-conversions-je-cas-to-napravit/,"Google odstránil možnosť pridávať user-provided data priamo cez checkbox v Google Ads konverznom tagu a zaviedol samostatný tag Google Ads User-Provided Data Event. … Ak Enhanced Conversions nemáte, môže sa stať, že Google Ads nevidí všetky konverzie, ktoré reklamy reálne priniesli: kampane môžu vyzerať slabšie, než v skutočnosti sú, rozpočet sa môže presúvať nesprávnym smerom, automatické stratégie sa učia z neúplných dát.",sk,Google změnil způsob nastavení Enhanced Conversions v GTM; e-shopy se starým nastavením přes checkbox mají u nových konverzí nefunkční rozšířené konverze,ad_platform_change,jen aktivní kontrolou diagnostiky konverzí v Google Ads – změna se neohlásí,neuvedeno,"Kampaně vypadají slabší, než jsou; rozpočet se přesouvá nesprávným směrem; Smart Bidding se učí z neúplných dat",Sledování změn Google Ads za klienta + kontrolní checklist po každé změně (6 bodů publikovaných DASE),no,Změna na straně platformy ruší dosavadní správné nastavení,EG5-050
NG5-021,2026-09-04,SK,eshop_mid,website,https://www.dase-analytics.com/blog/sk/nemate-enhanced-conversions-je-cas-to-napravit/,"Ak už Enhanced Conversions používate, neznamená to automaticky, že je všetko v poriadku. … Nestačí, že sú zapnuté. Treba overiť, či Google Ads dáta naozaj prijíma a spracováva. … Ak sa spustí príliš skoro, nemusí mať čo odoslať.",sk,"E-shop má Enhanced Conversions 'zapnuté', ale tag se spouští dřív, než jsou data k dispozici, takže neodesílá nic",gtm_change_dev,"jen ověřením, že Google Ads data skutečně přijímá – v UI to vypadá zapnuté",neuvedeno,"Rozšířené konverze fakticky nefungují, přestože jsou v účtu vidět jako aktivní","Kontrola, že tag odchází se skutečnými daty (ne jen že je zapnutý), po každém zásahu do GTM",no,Zapnuto ≠ funkční,EG5-050
