id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
PG9-014,2026-09-04,US,US,Fearless Solutions LLC (dodavatel GSA),analytics_agency,DIGITAL ANALYTICS PROGRAM DAP WEB ANALYTICS ANALYST,salary_proxy,federalni kontrakt 47QPCA23F0028,"$516,846.45",USD,mesic,579876,,,,neuvedeno,unknown,"Verejna zakazka USA: GSA Digital Analytics Program (analytics.usa.gov), 2023-09-14 az 2025-05-29 = 20,5 mesice; 25 212 USD/mes za jednoho analytika; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_47QPCA23F0028_4732_47QPCA21A0009_4732,EG9-004
PG9-015,2026-09-04,US,US,Fearless Solutions LLC (dodavatel GSA),analytics_agency,DIGITAL ANALYTICS PROGRAM DAP WEB ANALYTICS ANALYST,salary_proxy,federalni kontrakt 47QPCA22F0041,"$251,380.44",USD,mesic,481812,,,,neuvedeno,unknown,Verejna zakazka USA: 2022-09-29 az 2023-09-28 = 12 mesicu; 20 948 USD/mes; predchozi rok stejneho DAP kontraktu; kurz 1 USD = 23 Kc,https://www.usaspending.gov/award/CONT_AWD_47QPCA22F0041_4732_47QPCA21A0009_4732,EG9-004
PG9-016,2026-09-04,US,US,GreenZone Solutions LLC (dodavatel Dept. of the Treasury),analytics_agency,WEB ANALYTICS SUPPORT SERVICES,retainer_hours,federalni kontrakt 20343020F00020,"$311,350.50",USD,mesic,322575,,,,neuvedeno,unknown,"Verejna zakazka USA: 2020-04-12 az 2022-02-18 = 22,2 mesice; 14 025 USD/mes; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_20343020F00020_2036_TFSACFPBPA16019_2036,EG9-002
PG9-017,2026-09-04,US,US,Rock Creek Publishing Group Inc. (dodavatel Dept. of the Treasury / CFPB),analytics_agency,AES - WEB ANALYTICS AND ENGINEERING SUPPORT,retainer_hours,federalni kontrakt 0005,"$765,744.12",USD,mesic,1615737,,,,neuvedeno,unknown,"Verejna zakazka USA: 2015-05-12 az 2016-04-08 = 10,9 mesice; 70 252 USD/mes; zahrnuje i engineering support, tedy tym, ne jednotlivce; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_0005_2036_TPDCFPBPA130008_2036,EG9-002
PG9-018,2026-09-04,US,US,IndraSoft Inc. (dodavatel HHS / CDC),analytics_agency,WEB ANALYTICS FOR CDC INTERNET AND INTRANET PORTALS,retainer_hours,federalni kontrakt HHSD200201138781C,"$1,255,656.00",USD,mesic,481351,,,,neuvedeno,unknown,"Verejna zakazka USA: CDC, 2011-01-01 az 2015-12-31 = 60 mesicu; 20 928 USD/mes; kurz 1 USD = 23 Kc; starsi kontrakt (Webtrends/Omniture era)",https://www.usaspending.gov/award/CONT_AWD_HHSD200201138781C_7523_-NONE-_-NONE-,EG9-002
PG9-019,2026-09-04,US,US,Goldsmith Interactive LLC (dodavatel National Gallery of Art),analytics_agency,WEB ANALYTICS SUPPORT SERVICES,retainer_hours,federalni kontrakt 33301123PFP0074,"$120,828.75",USD,mesic,57893,,1,,neuvedeno,unknown,"Verejna zakazka USA: National Gallery of Art, 2023-09-01 az 2027-08-31 = 48 mesicu; 2 517 USD/mes; DOLNI hranice verejne zakazky na spravu mereni - mala instituce, jeden web, ctyrlety kontrakt; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_33301123PFP0074_3355_-NONE-_-NONE-,EG9-005
PG9-020,2026-09-04,US,US,J.R. Reingold & Associates Inc. (dodavatel National Gallery of Art),analytics_agency,WEB ANALYTICS AND EMAIL MARKETING SERVICES,retainer_hours,federalni kontrakt 33301122FSS0067,"$42,900.00",USD,mesic,82225,,1,,neuvedeno,unknown,Verejna zakazka USA: 2022-09-01 az 2023-08-31 = 12 mesicu; 3 575 USD/mes za web analytics + e-mail marketing dohromady; kurz 1 USD = 23 Kc,https://www.usaspending.gov/award/CONT_AWD_33301122FSS0067_3355_GS35F224GA_4732,EG9-005
PG9-021,2026-09-04,US,US,EN-NET Services L.L.C. (dodavatel Dept. of the Treasury),analytics_agency,WEBTRENDS WEB ANALYTICS CONSULTING FOR THE DEPARTMENT OF THE TREASURY,retainer_hours,federalni kontrakt 2032H518P00399,"$112,620.58",USD,mesic,215856,,,,neuvedeno,unknown,Verejna zakazka USA: 2018-10-01 az 2019-09-30 = 12 mesicu; 9 385 USD/mes za konzultace k web analytics nastroji; kurz 1 USD = 23 Kc,https://www.usaspending.gov/award/CONT_AWD_2032H518P00399_2050_-NONE-_-NONE-,EG9-002
PG9-022,2026-09-04,US,US,E-Nor LLC (dodavatel GSA),analytics_agency,GOOGLE ANALYTICS 4 360 GA4 360 SAAS WEB ANALYTICS SUBSCRIPTION AND SUPPORT,fixed_package,federalni kontrakt 47QPCA24F0070,"$936,797.42",USD,mesic,1795194,,,,neuvedeno,unknown,"Verejna zakazka USA: 2024-09-29 az 2025-09-28 = 12 mesicu; 78 066 USD/mes; POZOR: cena obsahuje licenci GA4 360, ne jen lidskou praci - horni kotva enterprise; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_47QPCA24F0070_4732_GS35F0651Y_4732,EG9-006
PG9-023,2026-09-04,US,US,E-Nor LLC (dodavatel EPA),analytics_agency,GOOGLE WEB ANALYTICS LICENSE AND SUPPORT SERVICES,fixed_package,federalni kontrakt 68HERD21F0229,"$304,497.46",USD,mesic,291841,,,,neuvedeno,unknown,"Verejna zakazka USA: Environmental Protection Agency, 2021-11-01 az 2023-10-31 = 24 mesicu; 12 687 USD/mes za licenci GA + support; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_68HERD21F0229_6800_GS35F0651Y_4732,EG9-006
PG9-024,2026-09-04,US,US,Siteimprove Inc. (dodavatel Dept. of State),saas_tool,WEB ANALYTICS SUBSCRIPTION,saas,federalni kontrakt 191BWC21F0092,"$7,594.46",USD,mesic,14556,,,,neuvedeno,no,"Verejna zakazka USA: 2021-09-30 az 2022-09-29 = 12 mesicu; 633 USD/mes za SaaS nastroj; stejna castka i v letech 2019 a 2020 (191BWC19F0096, 191BWC20F0095); kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_191BWC21F0092_19BM_GS35F036CA_4732,EG9-007
PG9-025,2026-09-04,US,US,Siteimprove Inc. (dodavatel Dept. of Commerce),saas_tool,SITEIMPROVE SERVICES 1A AND WEB ANALYTICS 15MILLION YPVS,saas,federalni kontrakt 1331L522FNAAJ0557,"$47,734.00",USD,mesic,91490,,,,neuvedeno,no,Verejna zakazka USA: 2022-09-09 az 2023-09-08 = 12 mesicu; 3 978 USD/mes za SaaS na 15 mil. page views rocne; kurz 1 USD = 23 Kc,https://www.usaspending.gov/award/CONT_AWD_1331L522FNAAJ0557_1301_1331L518A13OS0033_1301,EG9-007
PG9-026,2026-09-04,US,US,E-Nor LLC (dodavatel SEC),analytics_agency,"GOOGLE ANALYTICS 4 LICENSES WITH 100 GOOGLE TAG MANAGER DEVELOPMENT HOURS, AND MONTHLY DATA USAGE EVENT RATE",fixed_package,federalni kontrakt 50310225P0010,"$111,408.02",USD,mesic,209668,8.2,,,neuvedeno,no,"Verejna zakazka USA: Securities and Exchange Commission, 2025-03-24 az 2026-03-31 = 12,2 mesice; 9 116 USD/mes; balicek = licence GA4 + 100 hodin vyvoje v GTM rocne (8,2 h/mes) + event rate; NEJBLIZSI federalni obdoba tieru Sprava; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_50310225P0010_5000_-NONE-_-NONE-,EG9-008
PG9-027,2026-09-04,US,US,Taoti Enterprises Inc. (dodavatel USDA),analytics_agency,GOOGLE ANALYTICS SUPPORT FOR THE OFFICE OF EXTERNAL AFFAIRS (OEA),retainer_hours,federalni kontrakt 12RADZ21F0204,"$25,644.00",USD,mesic,98647,,,,neuvedeno,unknown,"Verejna zakazka USA: Department of Agriculture, 6 mesicu; 4 289 USD/mes za podporu Google Analytics jednoho odboru; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_12RADZ21F0204_12E3_GS35F152GA_4732,EG9-008
PG9-028,2026-09-04,US,US,Interactive Strategies LLC (dodavatel Smithsonian Institution),analytics_agency,GOOGLE ANALYTICS SUPPORT,retainer_hours,federalni kontrakt 33314822P00477814,"$9,900.00",USD,mesic,22655,,,,neuvedeno,unknown,"Verejna zakazka USA: Smithsonian, 10,1 mesice; 985 USD/mes - nejnizsi nalezena verejna zakazka na podporu GA; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_33314822P00477814_3300_-NONE-_-NONE-,EG9-008
PG9-029,2026-09-04,US,US,Fiverr - kategorie ga4-reporting,marketplace,I will create beautiful custom reports for google analytics 4 ga4,marketplace_gig,From $495,$495,USD,jednorazove,,,,,neuvedeno,no,"Nejdrazsi gig v kategorii ga4-reporting; jednorazova dodavka reportu, ne mesicni sluzba; kurz 1 USD = 23 Kc; pristup pres r.jina.ai (primy fetch 403)",https://www.fiverr.com/gigs/ga4-reporting,EG9-009
PG9-030,2026-09-04,US,US,Fiverr - kategorie ga4-reporting,marketplace,"I will google analytics 4 setup, ga4 ecommerce tracking, tag manager setup",marketplace_gig,From $100,$100,USD,jednorazove,,,,,neuvedeno,no,Typicka cena setupu GA4 + GTM + e-commerce na Fiverru; kurz 1 USD = 23 Kc,https://www.fiverr.com/gigs/ga4-reporting,EG9-009
PG9-031,2026-09-04,US,US,Fiverr - kategorie ga4-reporting,marketplace,I will provide a compact google analytics ga4 report in data studio or looker studio,marketplace_gig,From $85,$85,USD,jednorazove,,,,,neuvedeno,no,Jednorazovy Looker Studio report; kurz 1 USD = 23 Kc,https://www.fiverr.com/gigs/ga4-reporting,EG9-009
PG9-032,2026-09-04,US,US,Fiverr - kategorie ga4-reporting,marketplace,I will fix google analytics 4 tracking problem and ga4 reporting,marketplace_gig,From $10,$10,USD,jednorazove,,,,,neuvedeno,no,Dolni cena za opravu rozbiteho mereni; kurz 1 USD = 23 Kc,https://www.fiverr.com/gigs/ga4-reporting,EG9-009
PG9-033,2026-09-04,US,US,Fiverr - kategorie ga4-reporting,marketplace,I will set or fix google consent mode v2 cookie banner ga4 custom report form tracking,marketplace_gig,From $15,$15,USD,jednorazove,,,,,neuvedeno,no,Consent mode v2 jako jednorazova oprava za 15 USD; kurz 1 USD = 23 Kc,https://www.fiverr.com/gigs/ga4-reporting,EG9-009
PG9-034,2026-09-04,US,US,Fiverr - kategorie google-tag-manager,marketplace,I will help you setup server side conversion tracking via GTM,marketplace_gig,From $225,$225,USD,jednorazove,,,,,neuvedeno,no,"Nejdrazsi gig v GTM kategorii = server-side tagging setup; jednorazove, bez provozu; kurz 1 USD = 23 Kc",https://www.fiverr.com/gigs/google-tag-manager,EG9-010
PG9-035,2026-09-04,US,US,Fiverr - kategorie google-tag-manager,marketplace,"I will be your google ads, analytics, GTM coach, mentor, strategist and consultant",marketplace_gig,From $45,$45,USD,jednorazove,,,,,neuvedeno,no,"Konzultace/mentoring - nejblizsi ""prubezne"" nabidce v kategorii, presto uctovana po sezenich; kurz 1 USD = 23 Kc",https://www.fiverr.com/gigs/google-tag-manager,EG9-010
PG9-036,2026-09-04,US,US,Fiverr - kategorie web-analytics,marketplace,I will fix or setup facebook pixel google analytics 4 ecommerce conversion API tracking,marketplace_gig,From $100,$100,USD,jednorazove,,,,,neuvedeno,no,Meta CAPI + GA4 jako jednorazovy setup; kurz 1 USD = 23 Kc,https://www.fiverr.com/gigs/web-analytics,EG9-011
PG9-037,2026-09-04,US,US,Upwork - Google Tag Manager Specialist,freelancer,Google Tag Manager Specialist Hourly Rates,hourly_rate,median,$30,USD,hodina,6900,10,,,neuvedeno,no,"Median hodinove sazby GTM specialisty na Upworku; pasmo 20-49 USD/h; proxy 10 h -> 300 USD/mes = 6 900 Kc; kurz 1 USD = 23 Kc; hodnota ze search snippetu stranky, primy fetch i r.jina.ai vraci Cloudflare challenge",https://www.upwork.com/hire/google-tag-manager-freelancers/cost/,EG9-012
PG9-038,2026-09-04,US,US,Upwork - Google Analytics Expert,freelancer,Google Analytics Expert Hourly Rates,hourly_rate,median,$25,USD,hodina,5750,10,,,neuvedeno,no,"Median hodinove sazby GA experta na Upworku; pasmo 15-40 USD/h; proxy 10 h -> 250 USD/mes = 5 750 Kc; kurz 1 USD = 23 Kc; hodnota ze search snippetu, primy fetch 403",https://www.upwork.com/hire/google-analytics-consultants/cost/,EG9-012
PG9-039,2026-09-04,US,US,Bounteous Inc. (dodavatel NASA),analytics_agency,GOOGLE ANALYTICS 360 SUPPORT,retainer_hours,federalni kontrakt 80NSSC22PA509,"$52,000.00",USD,mesic,100050,,,,neuvedeno,unknown,"Verejna zakazka USA: NASA, 12 mesicu; 4 349 USD/mes; Bounteous je enterprise analyticka agentura, o ktere 3. strana (rfp.wiki) tvrdi ""Retainers typically start at $15,000/month"" - skutecny federalni kontrakt je 3,4x nizsi; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_80NSSC22PA509_8000_-NONE-_-NONE-,EG9-013
PG9-040,2026-09-04,US,US,Bounteous Inc. (dodavatel NASA),analytics_agency,BOUNTEOUS ADDITIONAL SUPPORT,retainer_hours,federalni kontrakt 80NSSC21P1425,"$52,000.00",USD,mesic,100050,,,,neuvedeno,unknown,"Verejna zakazka USA: NASA, 12 mesicu (predchozi rok); 4 349 USD/mes; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_80NSSC21P1425_8000_-NONE-_-NONE-,EG9-013
PG9-041,2026-09-04,US,US,Bounteous Inc. (dodavatel NASA),analytics_agency,BOUNTEOUS CONSULTING HOURS FOR GOOGLE360,retainer_hours,federalni kontrakt 80NSSC20P0981,"$51,976.00",USD,mesic,99704,,,,neuvedeno,unknown,"Verejna zakazka USA: NASA, 12 mesicu; 4 335 USD/mes; tri po sobe jdouci roky prakticky identicka castka -> stabilni rocni retainer 52 tis. USD; kurz 1 USD = 23 Kc",https://www.usaspending.gov/award/CONT_AWD_80NSSC20P0981_8000_-NONE-_-NONE-,EG9-013
PG9-042,2026-09-04,US,US,RSO Consulting (Clutch profil),analytics_agency,Google Analytics and Looker Studio insights with monthly recommendations,hourly_rate,Clutch profil,$100 - $149/hr,USD,hodina,28750,10,,,neuvedeno,no,"Clutch: hodinova sazba 100-149 USD/h (stred 125), Min. project size 5 000 USD+, nejcastejsi velikost projektu 10-49 tis. USD (22 recenzi); proxy 10 h -> 1 250 USD/mes = 28 750 Kc; kurz 1 USD = 23 Kc; overeno na profilu (1. kolo melo jen search snippet)",https://clutch.co/profile/rso-consulting,EG9-014
PG9-043,2026-09-04,US,GB,Vidi Corp LTD (Clutch profil),analytics_agency,"data solution, Power BI dashboards, advanced analytics and reporting",hourly_rate,Clutch profil,$100 - $149/hr,USD,hodina,28750,10,,,neuvedeno,optional,"Clutch: hodinova sazba 100-149 USD/h, Min. project size 1 000 USD+ (nizsi vstup nez RSO); proxy 10 h -> 1 250 USD/mes = 28 750 Kc; kurz 1 USD = 23 Kc; overeno na profilu",https://clutch.co/profile/vidi-corp,EG9-014
PG9-044,2026-09-04,US,IN,"Instinctools (GoodFirms, data analytics)",analytics_agency,data analytics services,hourly_rate,GoodFirms rozpeti,$25 - $49/hr,USD,hodina,8510,10,,,neuvedeno,unknown,"GoodFirms directory data-analytics: nejcastejsi pasmo 25-49 USD/h (stred 37); proxy 10 h -> 370 USD/mes = 8 510 Kc; POZOR: kategorie je ""data analytics"" (vyvojarske firmy), ne sprava GA4 - jen kontext; kurz 1 USD = 23 Kc",https://www.goodfirms.co/big-data-analytics/data-analytics,EG9-015
PG9-045,2026-09-04,US,US,prumer USA (GoodFirms data analytics),analytics_agency,data analytics services - United States average,hourly_rate,GoodFirms geo prumer,$76/hr,USD,hodina,17480,10,,,neuvedeno,unknown,GoodFirms: prumerna sazba data analytics firem v USA 76 USD/h vs. Indie 45 USD/h; proxy 10 h -> 760 USD/mes = 17 480 Kc; kurz 1 USD = 23 Kc,https://www.goodfirms.co/big-data-analytics/data-analytics,EG9-015
PG9-046,2026-09-04,US,US,"Datamam (GoodFirms, data analytics)",analytics_agency,data analytics services,hourly_rate,GoodFirms horni pasmo,$300+/hr,USD,hodina,69000,10,,,neuvedeno,unknown,GoodFirms: horni pasmo directory 300+ USD/h; proxy 10 h -> 3 000 USD/mes = 69 000 Kc; kurz 1 USD = 23 Kc,https://www.goodfirms.co/big-data-analytics/data-analytics,EG9-015
PG9-047,2026-09-04,US,US,Toolshed (Clutch GA4 consulting),analytics_agency,GA4 Consulting Services,hourly_rate,Clutch pasmo,$50 - $99 / hr,USD,hodina,17135,10,,,neuvedeno,unknown,"Clutch adresar GA4 consulting services: hodinove pasmo $50 - $99 / hr, Min. project size $1,000+; stred pasma 74.5 USD/h; proxy 10 h -> 745 USD/mes = 17135 Kc; kurz 1 USD = 23 Kc; pristup pres r.jina.ai",https://clutch.co/it-services/analytics/ga4-consulting-services,EG9-016
PG9-048,2026-09-04,US,US,Siftia (Clutch GA4 consulting),analytics_agency,GA4 Consulting Services,hourly_rate,Clutch pasmo,$50 - $99 / hr,USD,hodina,17135,10,,,neuvedeno,unknown,"Clutch adresar GA4 consulting services: hodinove pasmo $50 - $99 / hr, Min. project size $10,000+; stred pasma 74.5 USD/h; proxy 10 h -> 745 USD/mes = 17135 Kc; kurz 1 USD = 23 Kc; pristup pres r.jina.ai",https://clutch.co/it-services/analytics/ga4-consulting-services,EG9-016
PG9-049,2026-09-04,US,US,Risely Digital (Clutch GA4 consulting),analytics_agency,GA4 Consulting Services,hourly_rate,Clutch pasmo,$50 - $99 / hr,USD,hodina,17135,10,,,neuvedeno,unknown,"Clutch adresar GA4 consulting services: hodinove pasmo $50 - $99 / hr, Min. project size $5,000+; stred pasma 74.5 USD/h; proxy 10 h -> 745 USD/mes = 17135 Kc; kurz 1 USD = 23 Kc; pristup pres r.jina.ai",https://clutch.co/it-services/analytics/ga4-consulting-services,EG9-016
PG9-050,2026-09-04,US,US,Encore Media (Clutch GA4 consulting),analytics_agency,GA4 Consulting Services,hourly_rate,Clutch pasmo,$25 - $49 / hr,USD,hodina,8510,10,,,neuvedeno,unknown,"Clutch adresar GA4 consulting services: hodinove pasmo $25 - $49 / hr, Min. project size $1,000+; stred pasma 37.0 USD/h; proxy 10 h -> 370 USD/mes = 8510 Kc; kurz 1 USD = 23 Kc; pristup pres r.jina.ai",https://clutch.co/it-services/analytics/ga4-consulting-services,EG9-016
PG9-051,2026-09-04,US,US,Intway (Clutch GA4 consulting),analytics_agency,GA4 Consulting Services,hourly_rate,Clutch pasmo,$50 - $99 / hr,USD,hodina,17135,10,,,neuvedeno,unknown,"Clutch adresar GA4 consulting services: hodinove pasmo $50 - $99 / hr, Min. project size $1,000+; stred pasma 74.5 USD/h; proxy 10 h -> 745 USD/mes = 17135 Kc; kurz 1 USD = 23 Kc; pristup pres r.jina.ai",https://clutch.co/it-services/analytics/ga4-consulting-services,EG9-016
PG9-052,2026-09-04,US,US,DevKit (Clutch GA4 consulting),analytics_agency,GA4 Consulting Services,hourly_rate,Clutch pasmo,$25 - $49 / hr,USD,hodina,8510,10,,,neuvedeno,unknown,"Clutch adresar GA4 consulting services: hodinove pasmo $25 - $49 / hr, Min. project size $50,000+; stred pasma 37.0 USD/h; proxy 10 h -> 370 USD/mes = 8510 Kc; kurz 1 USD = 23 Kc; pristup pres r.jina.ai",https://clutch.co/it-services/analytics/ga4-consulting-services,EG9-016
PG9-053,2026-09-04,US,UA,Roman.ua (Clutch GA4 consulting),analytics_agency,GA4 Consulting Services,hourly_rate,Clutch pasmo,$25 - $49 / hr,USD,hodina,8510,10,,,neuvedeno,unknown,"Clutch adresar GA4 consulting services: hodinove pasmo $25 - $49 / hr, Min. project size $5,000+; stred pasma 37.0 USD/h; proxy 10 h -> 370 USD/mes = 8510 Kc; kurz 1 USD = 23 Kc; pristup pres r.jina.ai",https://clutch.co/it-services/analytics/ga4-consulting-services,EG9-016
PG9-054,2026-09-04,US,US,Atta Systems (Clutch GA4 consulting),analytics_agency,GA4 Consulting Services,hourly_rate,Clutch pasmo,$50 - $99 / hr,USD,hodina,17135,10,,,neuvedeno,unknown,"Clutch adresar GA4 consulting services: hodinove pasmo $50 - $99 / hr, Min. project size $25,000+; stred pasma 74.5 USD/h; proxy 10 h -> 745 USD/mes = 17135 Kc; kurz 1 USD = 23 Kc; pristup pres r.jina.ai",https://clutch.co/it-services/analytics/ga4-consulting-services,EG9-016
PG9-055,2026-09-04,US,US,Promoguy (Clutch GA4 consulting),analytics_agency,GA4 Consulting Services,hourly_rate,Clutch pasmo,$50 - $99 / hr,USD,hodina,17135,10,,,neuvedeno,unknown,"Clutch adresar GA4 consulting services: hodinove pasmo $50 - $99 / hr, Min. project size $1,000+; stred pasma 74.5 USD/h; proxy 10 h -> 745 USD/mes = 17135 Kc; kurz 1 USD = 23 Kc; pristup pres r.jina.ai",https://clutch.co/it-services/analytics/ga4-consulting-services,EG9-016
PG9-056,2026-09-04,US,US,VALANOR (Clutch GA4 consulting),analytics_agency,GA4 Consulting Services,hourly_rate,Clutch pasmo,$50 - $99 / hr,USD,hodina,17135,10,,,neuvedeno,unknown,"Clutch adresar GA4 consulting services: hodinove pasmo $50 - $99 / hr, Min. project size $5,000+; stred pasma 74.5 USD/h; proxy 10 h -> 745 USD/mes = 17135 Kc; kurz 1 USD = 23 Kc; pristup pres r.jina.ai",https://clutch.co/it-services/analytics/ga4-consulting-services,EG9-016
