id,date_accessed,region,segment,source_type,source_url,quote_verbatim,language,situation,what_broke,how_noticed,time_to_notice,impact,would_prevent,has_bq,pain_cluster,evidence_id
NG1-011,2026-09-04,CZ,eshop_small,forum,https://webtrh.cz/diskuse/google-analytics-hlasi-u-90-organicke-navstevnosti-e-shopu-not-provided/,"Google analytics hlásí u 90% organické návštěvnosti e-shopu ""not provided"", nevíte jak se dopátrat rozparcelování této návštěvnosti?",cs,"E-shop, organická návštěvnost",utm_chaos,pohled do reportu zdrojů,neuvedeno,90 % organiky bez členění; SEO se vyhodnocuje naslepo,C4;F1,no,Kampaně spadly do (direct)/(none),EG1-011
NG1-012,2026-09-04,CZ,eshop_small,forum,https://webtrh.cz/diskuse/odhad-procenta-nezaznamenanych-konverzi-diky-zablokovanemu-ga-skriptu-pres-adblock/,"já vidím objednávky v administraci eshopu, ale v GA Konverze Elektronický obchod Výkon prodeje, kde vidím jednotlivé ID (čísla objednávek), tak nemám všechno. Jinými slovy, o kolik procent GA tak podměřuje.",cs,"E-shop s technicky zdatnou cílovou skupinou, ruční srovnání ID objednávek",revenue_mismatch,ruční reconciliace ID objednávek proti GA,průběžně,"podle CZ analytiků typicky 10–30 % objednávek chybí, při chybné implementaci více; tazatel odhaduje 20–30 %",G2;D5;A4,no,GA podměřuje objednávky proti backendu,EG1-013
NG1-013,2026-09-04,CZ,agency,forum,https://webtrh.cz/diskuse/divne-hodnoty-v-analytics/,dokážete někdo vysvětlit tyhle divný hodnoty v Analytics? ... Viděl bych to na 2x nasazený stejny kód analytics na webu.,cs,Blog/web s dvakrát nasazeným stejným GA kódem,gtm_change_dev,"náhodně, dotazem na fóru",neuvedeno,"všechna čísla nafouknutá duplicitním měřením; nikdo to nezachytil, dokud se majitel nezeptal cizích lidí",A6;A4;A1,no,Duplicitní tagy a transakce,EG1-014
NG1-014,2026-09-04,SK,eshop_mid,forum,https://webtrh.cz/diskuse/google-analytics-cross-domain-first-click-source-medium/,Tieto objednavky sa teda nedostanu ani do Google Ads konverzii - kedze vznikli z Organiku. V Google Ads mame nastavenu konverziu na 1. click. To nepomaha.,sk,"Cross-domain: landing weby + e-shop, traffic z Google Ads",utm_chaos,kontrola atribuce objednávek,neuvedeno,"část objednávek se nedostane do konverzí Google Ads, kampaně vypadají hůř, než jsou; Smart Bidding dostává neúplný signál",C3;D1;D5,no,Cross-domain a atribuce ukrajují konverze v Ads,EG1-015
NG1-015,2026-09-04,CZ,eshop_small,forum,https://webtrh.cz/diskuse/zbozi-se-taky-zblaznilo/,"v jeden den a dokonce během pouhých 2 hodin přišlo tolik návštěvníků jako jindy za 1,5 měsíce a opravdu jako vtip to bylo 97,6% prokliků na jedné položce, ale nikdo ji nekoupil ... v každém případě se vyklikalo několik tisíc",cs,E-shop inzerující na Zboží.cz,ad_platform_change,všiml si 4x vyšší návštěvnosti v GA,v řádu dnů,"cca 4 000 prokliků za 2 hodiny bez objednávky, proklikáno ""několik tisíc"" Kč; Zboží.cz se do 3 dnů neozvalo",G3;G1;D3,no,"Anomálie ve zdroji, kterou musí zachytit alert",EG1-016
NG1-016,2026-09-04,SK,agency,forum,https://webtrh.cz/diskuse/analytics-nefunguje-mate-s-ga-take-touto-dobou-problemy/,"Nerobili sa žiadne zmeny ani na webe/hostingu ani v google účte, nestretli ste sa s tým niekto? Po čom ísť, čo skúsiť?",sk,Výpadek na straně Google Analytics; status page mlčela,ga4_change,"chybová hláška v rozhraní, potvrzení od ostatních na fóru",1 den,"reporting nedostupný, klient neví, zda je chyba u něj; jediné ověření byl dotaz na fóru",G6;G7;H5,no,Výpadek na straně platformy bez upozornění,EG1-017
NG1-017,2026-09-04,CZ,b2b_leadgen,forum,https://webtrh.cz/diskuse/wix-nezmeri-nam-polovinu-navstev/,"je web na wixu, nejsou tam žádné aktivované cookies lišty, měřící kódy jsou přes GTM a nezměří to nejen konverze, ale nezměří to ani polovinu návštěv",cs,"Web na Wixu, měřicí kódy přes GTM",platform_migration,srovnání s očekávanou návštěvností,neuvedeno,neměří se konverze ani polovina návštěv; vlákno zůstalo bez jediné odpovědi,A1;A4;G4,no,"Platforma neposílá data, nikdo neví proč",EG1-018
NG1-018,2026-09-04,CZ,agency,forum,https://webtrh.cz/diskuse/alza-mi-nepripisuje-objednavky-na-affil/,"Už je to pár let, kdy mi nepřipsali affil za počítač za 70 tisíc. Včera nepřipsali objednávku za televizi za dost peněz a to samé vysavač Dyson (taky nestojí pár korun).",cs,"Affiliate partner největšího CZ e-shopu, drahé objednávky",ad_platform_change,"ruční kontrola u drahých objednávek (""u těch dražších už ano"")",dny až týdny,neatribuované objednávky za 70 000 Kč a 18 000 Kč; provize propadla; provozovatel chybu uznal neoficiálně a neopravil,D5;G2;G1,no,"Platforma nepřipisuje konverze, provize propadá",EG1-019
NG1-019,2026-09-04,CZ,eshop_small,forum,https://webtrh.cz/diskuse/g-analytics-ruzna-casova-okna-ruzne-vysledky/,"Dám poslední tři měsíce a ukazuje to např. v květnu 100 konverzí, nastavím pololetí a ukazuje to v květnu např. 90 konverzí, dám celý rok a ukazuje to v květnu 130 konverzí.",cs,"Stejné období, tři různé počty konverzí podle zvoleného rozsahu",ga4_change,vlastní porovnání reportů,neuvedeno,"rozptyl 90–130 konverzí na stejný měsíc; ztráta důvěry v čísla, vlákno bez řešení",F3;H3;C2,no,Čísla si navzájem odporují a nikdo je nevysvětlí,EG1-021
NG1-020,2026-09-04,SK,eshop_small,marketplace,https://partneri.shoptet.cz/poptavka/kontrola-funkcii-e-shopu/,"cez google analytics vidíme prichádzať ľudí, ale neprichádza ku konverziám. Eshop máme od roku 2021 a za toto obdobie prišla iba jedna objednávka.",sk,SK e-shop na Shoptetu spuštěný 2021,unknown_owner,"majitel po dvou letech zjistil, že nemá objednávky",~2 roky,"dva roky provozu bez jistoty, zda e-shop neprodává, nebo se konverze neměří",A1;A4;G1,no,"Nikdo neví, jestli e-shop neprodává nebo se neměří",EG1-023
NG1-021,2026-09-04,SK,eshop_mid,marketplace,https://partneri.shoptet.cz/poptavka/napojenie-criteo-na-shoptet/,"Aktuálne je tam problém s datalayerom, s ktorým nevieme, čo ďalej. Criteo podpora nám nevie poradiť…",sk,"Dva e-shopy na Shoptetu, integrace Criteo přes GTM",platform_migration,Criteo nesbírá eventy,neuvedeno,retargeting nefunguje; support platformy ani reklamního systému neumí poradit,A2;A4;H1,no,Rozbitý dataLayer mezi platformou a reklamním systémem,EG1-024
NG1-022,2026-09-04,SK,eshop_small,marketplace,https://partneri.shoptet.cz/poptavka/sprovoznenie-enhanced-conversions-na-google-ads/,Máme to predpripravené v Google tag manageri ale Google ads nás neustale upozornuje aby sme si to zapli.,sk,"Enhanced conversions nastavené, ale Google Ads je hlásí jako nezapnuté",ad_platform_change,opakované upozornění v Google Ads,dny,"enhanced conversions nefungují, kvalita konverzních dat pro Smart Bidding nižší; klient poptává 1–2 hodiny",D1;B1;A2,no,"Ads hlásí problém, který nikdo neumí dořešit",EG1-025
NG1-023,2026-09-04,CZ,eshop_mid,marketplace,https://partneri.shoptet.cz/poptavka/prenos-zrusenych-objednavky-do-gagads-analytika-naklady-mkt-vynosy/,"Přenos zrušených objednávky do GA,GADS…analytika náklady mkt/výnosy",cs,Zrušené objednávky zůstávají v GA a Google Ads jako tržba,revenue_mismatch,srovnání nákladů marketingu vs. skutečných výnosů,neuvedeno,tržby v GA/Ads systematicky nadhodnocené o zrušené objednávky; ROAS a Smart Bidding pracují s neexistujícími tržbami,D5;G2;E5,no,"GA vykazuje tržby, které e-shop nikdy neinkasoval",EG1-026
NG1-024,2026-09-04,CZ,eshop_small,marketplace,https://partneri.shoptet.cz/poptavka/google-merchant-analyza-proc-zamita-produkty-plavky/,"hledám zkušeného odborníka pro analýzu webu, Google merchant zamítá produkty a není jasný důvod. Už se tím zabývá i člověk u nich (ne robot).",cs,Google Merchant Center zamítá produkty bez jasného důvodu,ad_platform_change,zamítnuté produkty v Merchant Center,neuvedeno,produkty se neinzerují; ani support Googlu důvod nesdělí,C6;D3;G7,no,Platforma zamítá/blokuje bez vysvětlení,EG1-030
NG1-025,2026-09-04,CZ,eshop_mid,marketplace,https://partneri.shoptet.cz/poptavka/audit-b2b-e-shopu-google-merchant-center-reinstatement-a-google-ads/,"Google mi opakovaně (již 3x) pozastavil Google Ads s odůvodněním „suspendovaný Merchant Center“, přestože tento účet již neexistuje.",cs,"B2B e-shop na Shoptetu, opakované pozastavení Google Ads",ad_platform_change,pozastavený účet Google Ads,opakovaně,třikrát zastavená inzerce; majitel nezná důvod ani po zrušení Merchant Center účtu,C6;D3;G7;H5,no,Platforma zamítá/blokuje bez vysvětlení,EG1-030
NG1-026,2026-09-04,CZ,eshop_small,marketplace,https://partneri.shoptet.cz/poptavka/zpetna-vazba-a-dlouhodoba-spoluprace/,"z důvodů nedostatku času hledáme k dlouhodobé spolupráci partnera na pravidelnou správu e-shopu (pro začátek pár hodin měsíčně). Prvně analýzu e-shopu, najít a upozornit na chyby",cs,"E-shopař bez času, hledá pravidelnou správu",unknown_owner,vlastní nedostatek kapacity,–,"vstupní očekávání je ""pár hodin měsíčně"" a nejdřív seznam chyb; cenová kotva vstupního tieru",H2;H3;F4,no,Nikdo v firmě to nemá na starost,EG1-028
NG1-027,2026-09-04,CZ,eshop_mid,marketplace,https://partneri.shoptet.cz/poptavka/plneni-databaze-daty-bigquery-pro-dalsi-praci-v-powerbi-looker/,"Aktuálně řešíme pravidelné nalívání dat ze Shoptetu do databáze (objednávky – cena, marže), poté FB reklamy (náklady za každý den), Google Ads, Sklik. Cílem je základní analytika ziskovosti.",cs,E-shop chce ziskovost napříč Shoptet + FB + Ads + Sklik,bq_export_gap,nemá kde spojit náklady a marži,–,"bez datového skladu nelze vyhodnotit ziskovost; jediná ze 53 CZ poptávek, která zmiňuje BigQuery",E5;E6;F1,optional,"Data v silech, ziskovost nikdo nevidí",EG1-029
NG1-028,2026-09-04,CZ,eshop_small,marketplace,https://partneri.shoptet.cz/poptavka/vypomoc-s-nastavenim-analytiky/,"hledáme někoho pro výpomoc s nastavením GA4, propisování konverzí do Looker Studia a úpravou reportu, správné nastavení propojení s Google Ads a FB. Případně nastavení vlastních přehledů. kromě GA využíváme i Matomo.",cs,E-shop s GA4 + Matomo + Looker Studio,unknown_owner,report nefunguje / chybí konverze,neuvedeno,konverze se nepropisují do reportu; nikdo nedrží celý řetězec GA4 → Ads/FB → Looker,F1;F5;D1,no,"Report se rozpadl, nikdo ho neudržuje",EG1-030
NG1-029,2026-09-04,CZ,eshop_mid,vendor_doc,https://napoveda.sklik.cz/inzerce-nakupy/merici-a-konverzni-kod-zbozi-cz/,"Kdy měření nefunguje vůbec? Typicky když není nasazená backendová část kódu. Tato situace vzniká často při nasazení skriptu přes GTM šablonu, která obsahuje jen frontend.",cs,Nasazení měření konverzí Zboží.cz přes GTM šablonu,gtm_change_dev,chybový log v Centru prodejce nebo porovnání s interním systémem,neuvedeno (dokud někdo nezkontroluje),"měření konverzí Zboží.cz nefunguje vůbec, přestože v GTM kód ""je""; PNO nelze vyhodnotit, e-shop nesbírá recenze",A1;A4;D3;G4,no,Poloviční implementace konverzního kódu (jen frontend),EG1-034
NG1-030,2026-09-04,CZ,eshop_mid,vendor_doc,https://napoveda.sklik.cz/inzerce-nakupy/merici-a-konverzni-kod-zbozi-cz/,Neplatné nebo chybějící orderId. Odesílání pouze frontendové části kódu. Odesílání pouze backendu. Nesprávně řešený CONSENT.,cs,Provoz měření konverzí Zboží.cz / Sklik,ad_platform_change,chybový log platformy,neuvedeno,"chybné orderId a špatný consent → nesprávné počty a hodnoty konverzí, špatné PNO, špatná optimalizace",D3;B1;A4;G2,no,Poloviční implementace konverzního kódu (jen frontend),EG1-033
NG1-031,2026-09-04,CZ,b2b_leadgen,blog,https://rdy.cz/blog/ppc-kampane-google-ads-sklik-ktere-se-zaplati,"„Reklama nám nefunguje, utratili jsme třicet tisíc a nic z toho nebylo."" ... v naprosté většině případů nejde o to, že by reklama nefungovala — jen se nedalo poznat, co fungovalo a co ne, protože nikdo neměřil",cs,Klient spustil PPC kampaně bez hotového měření konverzí,unknown_owner,až podle vyčerpaného rozpočtu bez viditelného výsledku,~1 měsíc,"30 000 Kč utracených bez možnosti zjistit, co fungovalo; klient si o reklamě udělá špatný názor",D1;A1;C1;F3,no,"Utraceno naslepo, protože nikdo neměřil",EG1-038
NG1-032,2026-09-04,CZ,eshop_mid,blog,https://rdy.cz/blog/ppc-kampane-google-ads-sklik-ktere-se-zaplati,"Kampaň, která od prvního dne utrácí padesát tisíc měsíčně bez ověřeného měření, je nejrychlejší způsob, jak si o reklamě udělat špatný názor.",cs,Vysoký rozpočet spuštěný bez ověřeného měření konverzí,unknown_owner,"neexistuje kontrola, kterou by se to zjistilo",neuvedeno,"až 50 000 Kč měsíčně v ohrožení; Smart Bidding optimalizuje na prokliky, ""prokliky umí sehnat velmi levně, jen nevedou k ničemu""",D1;G1;A1;G7,no,Smart Bidding se učí na rozbitých datech,EG1-040
NG1-033,2026-09-04,CZ,eshop_small,marketplace,https://partneri.shoptet.cz/poptavka/odstraneni-chyb-a-vylepseni-metrik-webu-na-google-analytics/,"Google Analytics nám dává hrozné hodnocení webu. Poptávám odborníka, který dokáže odstranit chyby a vylepšit také naše metriky",cs,Majitel e-shopu si vykládá čísla v GA jako hodnocení od Googlu,unknown_owner,pohled do GA,–,"klient neumí odlišit chybu měření od reálného výsledku; poptává ""vylepšení metrik"" místo opravy měření",F3;H3;H4,no,Nikdo v firmě datům nerozumí,EG1-042
NG1-034,2026-09-04,CZ,eshop_small,forum,https://webtrh.cz/diskuse/google-analytics-8/,"Jedná se mi o nastavení elektronického obchodu, potřebuji vidět odkud zákazníci přišli a za kolik nakoupili. Do shoptetu vše jde jak má, problém mám s Analytics.",cs,"Shoptet e-shop, objednávky chodí, GA4 e-commerce ne",platform_migration,majitelka nevidí zdroje ani tržby v GA4,neuvedeno,"backend funguje, měření ne; není podle čeho rozdělit rozpočet mezi kanály",A1;A4;C1,no,"Backend funguje, měření ne",EG1-043
NG1-035,2026-09-04,CZ,eshop_mid,blog,https://www.lkmedia.cz/blog/mereni-ga4-pixely-od-nuly,"Browser pixel ztrácí 20–40 % dat, CAPI je kompenzuje.",cs,Meta Pixel bez Conversions API na českém e-shopu,browser_change,srovnání pixelu vs. skutečné objednávky,–,20–40 % konverzních dat chybí Metě; algoritmus se učí na necelé polovině až čtyřech pětinách signálu,D2;A5;D5,no,Blokátory a prohlížeče ukrajují data,EG1-031
NG1-036,2026-09-04,CZ,eshop_mid,blog,https://www.khoder.cz/konverzni-pomer,"GA4 konverze modeluje a atribuuje podle session a souhlasu s cookies, Shoptet eviduje reálné odeslané objednávky. Rozdíl 10 až 30 procent je běžný.",cs,Srovnání GA4 vs. Shoptet u českého e-shopu,revenue_mismatch,srovnání konverzního poměru z různých zdrojů,–,"10–30 % rozdíl je považován za normu; nad tímto pásmem je to nález, který ale nikdo systematicky nehlídá",G2;D5;F3,no,GA podměřuje objednávky proti backendu,EG1-032
