id,date_accessed,region,segment,source_type,source_url,quote_verbatim,language,situation,what_broke,how_noticed,time_to_notice,impact,would_prevent,has_bq,pain_cluster,evidence_id
N4-011,2026-09-04,EU,enterprise s DWH (UK),web_agentura,https://www.measurelab.co.uk/solutions/managed-analytics/,Pipelines break when an upstream schema does. Dashboards stop reflecting the business after a rebrand.,en,"Změna schématu upstream zdroje (GA4 export, API) rozbije pipeline; rebrand/redesign rozbije dashboardy",ga4_change,postupně; dashboardy 'přestanou odrážet business',týdny,"reporty nesedí, důvěra v data klesá","observabilita pipeline s anomáliemi (E1, G6), údržba transformací (E3), údržba dashboardů (F1)",ano,,E4-043
N4-012,2026-09-04,EU,e-shop (PL),web_freelancer,https://www.surowiecki.org/oferta/monitoring-jakosci-danych/,Purchase nagle znika lub się dubluje,pl,Po změně webu/checkoutu se purchase event přestane posílat nebo se duplikuje,release_web,'Błąd odkrywa dopiero człowiek' – až člověk v reportu,neuvedeno,chybějící/dvojitý revenue v GA4 a Ads,"pravidlová detekce anomálií na purchase (G1, G2) + QA po releasu (A1)",volitelně,,E4-030
N4-013,2026-09-04,EU,obecný web (PL),web_freelancer,https://www.surowiecki.org/oferta/monitoring-jakosci-danych/,CMP zmienia sposób uruchamiania tagów,pl,"Aktualizace CMP změní, kdy a zda se tagy spouští",consent_change,až z reportu,neuvedeno,propad měřených uživatelů/konverzí,"kontrola chování tagů podle consentu po změně (B1, B3)",volitelně,,E4-030
N4-014,2026-09-04,EU,firma s BI reportingem (PL),web_freelancer,https://www.surowiecki.org/oferta/monitoring-jakosci-danych/,Dashboard przestaje się odświeżać,pl,Zdroj dashboardu (konektor/token/scheduled query) tiše selže,connector_token,až uživatel dashboardu,neuvedeno,rozhodování nad zastaralými daty,"alert na výpadek exportu/konektoru (G6), údržba konektorů (F2)",volitelně,,E4-030
N4-015,2026-09-04,EU,firma po implementaci analytiky (PL),web_freelancer,https://www.surowiecki.org/oferta/abonament-analityczny/,Błąd wychodzi przy raporcie; Backlog nie ma właściciela; Każde zlecenie zaczyna się od discovery,pl,"Analytika existuje, ale nikdo za ni denně neodpovídá; chyby se objevují až při měsíčním reportu",unknown_owner,při reportu,do měsíce,"opakované discovery, ztracený čas, chyby v reportech","pojmenovaný vlastník + changelog + živá dokumentace (H2, H5), RUN monitoring",volitelně,,E4-029
N4-016,2026-09-04,EU,e-shop / agenturní klient (DE),web_agentura,https://grundauf.com/tracking,"Nach einem Update war alles anders; Die Umsätze stimmen nicht; Niemand weiß, was gemessen wird",de,Po updatu webu/pluginu se změní měření; revenue nesedí; chybí dokumentace,release_web,z nesouladu čísel,neuvedeno,"strach cokoli měnit, nedůvěra v revenue","live monitoring + systém včasného varování (G1–G4), dokumentace (H2)",ne,,E4-007
N4-017,2026-09-04,EU,e-shop DACH,web_agentura,https://www.elkeon.de/leistungen/ga4-tracking-agentur/,"GA4, Google Ads und andere Systeme zeigen unterschiedliche Zahlen; Consent Mode, Cookie-Banner und GTM blockieren wichtige Daten",de,"Nesoulad čísel mezi GA4, Ads a dalšími systémy; consent/GTM blokuje data",revenue_mismatch,při srovnání reportů,neuvedeno,"nelze rozhodovat, konflikt čísel","srovnání konverzí napříč platformami (D5), kontrola consentu (B1)",ne,,E4-022
N4-018,2026-09-04,EU,e-shop / lead-gen (UK),blog_agentura,https://www.dolphinanalytics.co.uk/blog/google-analytics-agency-hire-intent,"A replatform, redesign or consent change broke tracking … Tracking degrades every time a site changes",en,"Replatform, redesign nebo změna consentu rozbije tracking",platform_migration,když konverze nesedí s objednávkami v Shopify/Stripe/CRM,neuvedeno,nelze bidovat na spolehlivá konverzní data,"QA po releasu (A1), specifikace dataLayer před releasem (H1)",ne,,E4-052
N4-019,2026-09-04,EU,firma se zděděným účtem (UK),blog_agentura,https://www.dolphinanalytics.co.uk/blog/google-analytics-agency-hire-intent,You've inherited a GA4 account and have no idea whether to trust it,en,"Odešel člověk/agentura, nový tým zdědil GA4 bez dokumentace",access_lost,při převzetí,–,"nedůvěra v data, nutný audit","dokumentace/měřicí plán jako živý dokument (H2), správa přístupů (C6)",ne,,E4-052
N4-020,2026-09-04,EU,MKB web (NL),blog_agentura,https://webanalist.com/google-analytics-uitbesteden/,Je data klopt niet maar je weet niet waarom,nl,"Adblockery, špatně nakonfigurované eventy a updates GA4 mění čísla; firma nemá čas GA4 udržovat",browser_change,z nesouladu dat (5–25 % rozptyl konverzí),neuvedeno,"kampaně vyhodnocované na špatných datech, rozptyl přes měsíce","pravidelné kontroly (C4, D5), reakce na změny GA4 (C5)",ne,,E4-068
N4-021,2026-09-04,EU,e-shop / performance klient (ES/EU),blog_agentura,https://www.ampliodata.io/blog/cost-to-outsource-your-analytics-setup-to-an-agency,"monitoring, the fixes when tags break after a redesign, and monthly reporting … 20-40% of conversions often go missing due to tracking issues",en,Redesign webu rozbije tagy; bez consent handlingu chybí až 34 % sessions,release_web,monitoringem (v retaineru) / propadem konverzí,neuvedeno,"20–40 % konverzí chybí, špatné bidování","měsíční QA a health check (A1, C), monitoring (G)",ne,,E4-058
N4-022,2026-09-04,EU,firma s in-house analytikem (SE/globál),web_saas,https://www.nicelookingdata.com/compare,The analyst gets pulled onto strategy work and the recurring audit cycle quietly breaks. Tracking decays to the point where reports stop matching ad-platform numbers.,en,"In-house analytik je odveden na strategii, rutinní audit se přestane dělat",unknown_owner,když reporty přestanou sedět s čísly ad platforem,měsíce,"eroze trackingu, reporty vs. Ads nesedí",automatizovaný re-audit (SaaS) + osoba odpovědná za G7,ne,,E4-063
N4-023,2026-09-04,EU,web s sGTM (DE),blog_agentura,https://eminded.de/magazin/server-side-tracking-leitfaden/,"Schnittstellen zu Google, Meta oder anderen Plattformen ändern sich regelmäßig und müssen nachgepflegt werden. Ohne laufende Betreuung können Setups schnell veralten.",de,"Ad platformy mění API (Meta CAPI, Google Ads), sGTM setup zastará",ad_platform_change,postupně,neuvedeno,výpadek/degradace konverzí do platforem,"údržba sGTM a API (A5), měsíční kontrola D1/D2",ne,,E4-011
N4-024,2026-09-04,EU,e-shop s sGTM (DE),web_agentura,https://ads-tracking.de/server-side-tracking-agentur,"jede Anpassung wird ein Ticket, jedes Ticket kostet Stundensatz",de,Klasický agenturní model: každá změna trackingu = ticket za hodinovou sazbu; výpadky bez monitoringu se poznají až z propadu výkonu,unknown_owner,'bis deine Kampagnen-Performance einbricht',týdny,náklady na tickety + slepý spend,"flat fee s monitoringem a opravami v ceně (G7, H5)",ne,,E4-003
