id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
PK1-011,2026-09-06,CZ,CZ,Martin Neuschl (OSVC),freelancer,"Nastaveni mereni do GA4 a Google Ads na strane serveru (CzechTourism, 2024)",fixed_package,jednorazove nastaveni sGTM,31 750 Kc bez DPH,CZK,jednorazove,,21.2,2 portaly,"GA4, Google Ads, server-side",neuvedeno,optional,"JEDNORAZOVA IMPLEMENTACE, nikoli sprava. 31 750 Kc bez DPH za oba portaly; pri sazbe 1 500 Kc/h ze stejne smlouvy = 21 hodin. Uvedeno pro odliseni od pausalni polozky PK1-010 z teze smlouvy.",https://smlouvy.gov.cz/smlouva/27886775,EK1-008
PK1-012,2026-09-06,CZ,CZ,Martin Neuschl (OSVC),freelancer,"Testovani nastaveni mereni (CzechTourism, 2024)",fixed_package,jednorazove testovani mereni,60 000 Kc bez DPH,CZK,jednorazove,,40,2 portaly,"GA4, GTM",neuvedeno,optional,JEDNORAZOVE plneni ve stejne smlouve: testovani nastaveni mereni 60 000 Kc bez DPH = 40 h pri 1 500 Kc/h. Zajimave pro cenu QA: zadavatel zaplatil za JEDNO kolo testovani mereni vic nez za pul roku prubezne podpory (9 000 Kc x 6 = 54 000 Kc).,https://smlouvy.gov.cz/smlouva/27886775,EK1-008
PK1-013,2026-09-06,CZ,CZ,Martin Neuschl (OSVC),freelancer,"Interpretace dat a analyticka podpora na dobu 12 mesicu strategickych portalu Objednatele v rozsahu 6 hodin mesicne (CzechTourism, 2023)",retainer_hours,mesicni pausal 2023,8 640 Kc/mesic bez DPH,CZK,mesic,8640,6,3 platformy,"GA4, Looker Studio",neuvedeno,no,"REALNE ZAPLACENY mesicni pausal. 1 440 Kc/h x 6 h = 8 640 Kc bez DPH mesicne, 103 680 Kc za 12 mesicu. PRUBEZNA SPRAVA. Ve stejne smlouve jednorazova uprava sesti automatizovanych reportu v Looker Studio za 48 000 Kc.",https://smlouvy.gov.cz/smlouva/23682417,EK1-009
PK1-014,2026-09-06,CZ,CZ,Martin Neuschl (OSVC),freelancer,"Uprava automatizovanych reportu webovych portalu v nastroji Looker Studio - sest reportu (CzechTourism, 2023)",fixed_package,jednorazova uprava reportu,48 000 Kc bez DPH,CZK,jednorazove,,33.3,3 platformy,"Looker Studio, GA4",neuvedeno,no,"JEDNORAZOVE plneni: 48 000 Kc bez DPH za sest reportu, hodinova castka 1 440 Kc bez DPH (33 h). Uvedeno pro odliseni od pausalni polozky PK1-013 z teze smlouvy.",https://smlouvy.gov.cz/smlouva/23682417,EK1-009
PK1-015,2026-09-06,CZ,CZ,Tereza Neuschl (OSVC),freelancer,"sluzby interpretace dat a analyticke podpory po dobu 11 mesicu; GA4, GTM client-side i server-side, Looker Studio, BigQuery (CzechTourism, 2025)",retainer_hours,mesicni pausal 2025,"15 300 Kc/mesic bez DPH (max), dalsi hodina 1 700 Kc",CZK,mesic,15300,9,"2 (kudyznudy.cz, visitczechia.com)","GA4, GTM client-side i server-side, Looker Studio, BigQuery",neuvedeno,yes,"REALNE ZAPLACENY mesicni pausal, ne cenik. Celkem 180 000 Kc bez DPH / 11 mesicu. Maximalni mesicni cena 15 300 Kc za 9 h; hodina nad ramec 1 700 Kc. PRUBEZNA SPRAVA. V cene: konfigurace GA4 a dohled nad konzistenci dat, GTM client-side i server-side, sprava a aktualizace automatizovanych reportu v Looker Studio, optimalizace nakladu BigQuery, zpetna vazba na nove funkcionality webu, ad hoc ukoly, proaktivni informovani o technickych, pravnich a oborovych zmenach. Kazdou fakturu doprovazi prehled o cinnosti a zprava o plneni sluzeb.",https://smlouvy.gov.cz/smlouva/32389880,EK1-010
PK1-016,2026-09-06,CZ,CZ,"Taste, a.s.",analytics_agency,Rozvoj a udrzba platformy pro analytiku poslechovosti v online produktech Ceskeho rozhlasu (ramcova dohoda 2026),tiered,ramcova dohoda 48 mesicu (2026),3 000 000 Kc bez DPH / 48 mesicu,CZK,mesic,62500,,vice,"GA4, Firebase, GTM vc. server-side, BigQuery, Looker Studio",8x5 hotline + ticketing; odstraneni vady do 3 dnu,yes,"REALNE UZAVRENA ramcova dohoda (registr smluv). Strop 3 000 000 Kc bez DPH na 48 mesicu = 62 500 Kc/mesic. Hodinova sazba v priloze zacernena/nevyplnena ve zverejnenem PDF. PRUBEZNA SPRAVA. Rozsah temer doslovne shodny s ramcem 2023 (Optimics). Nove formalni SLA: servisni podpora 8x5, hotline, ticketing, odstraneni vady do 3 dnu, post mortem report po kazdem zasahu. Zmena dodavatele Optimics -> Taste.",https://smlouvy.gov.cz/smlouva/38227041,EK1-011
PK1-017,2026-09-06,CZ,CZ,Optimics s.r.o.,analytics_agency,"Online analytika Ceskeho rozhlasu (smlouva o dilo, 2019)",fixed_package,jednorazovy projekt 2019,900 000 Kc bez DPH / 3 mesice,CZK,jednorazove,,,vice,"Google Analytics, GTM","kriticka chyba: reakce 1 h, odstraneni 12 h (pracovni dny)",unknown,"JEDNORAZOVA smlouva o dilo, ne sprava: 900 000 Kc bez DPH, dilo do 3 mesicu od ucinnosti. Uvedeno jako vychozi bod retezce u tehoz zadavatele (2019 projekt -> 2021 ramec -> 2023 ramec -> 2026 ramec). Obsahuje tabulku reakcnich a opravnych dob.",https://smlouvy.gov.cz/smlouva/10218238,EK1-012
PK1-018,2026-09-06,CZ,CZ,Avedeo s.r.o.,analytics_agency,"Kontrola analytiky a jeji spravne nastaveni (UX a analyticky projekt, Univerzita Karlova UJOP, 2025)",hourly_rate,jednorazova kontrola analytiky,"7 000 Kc bez DPH (4 h), hodinova sazba 1 750 Kc bez DPH",CZK,jednorazove,,4,"2 (ujop.cuni.cz, blog.ujop.cuni.cz)","Google Analytics, Search Console",neuvedeno,no,"JEDNORAZOVA polozka uvnitr vetsiho UX projektu (celkem 151 400 Kc bez DPH). Kontrola analytiky a jejiho spravneho nastaveni vcetne overeni pristupu k analytickym nastrojum: 4 hodiny, 7 000 Kc bez DPH. Hodinova sazba UX/UI 1 750 Kc bez DPH. Skutecna doba prace se eviduje v casovych reportech, pri prekroceni stropu se zada o schvaleni.",https://smlouvy.gov.cz/smlouva/33140788,EK1-013
PK1-019,2026-09-06,CZ,CZ,Ondrej Kostik (OSVC),freelancer,"analyticke a organizacni sluzby v ramci rozvoje webovych a online projektu (CzechTrade, 2026-2029)",hourly_rate,dlouhodoba kapacita 2026-2029,520 Kc/h (neplatce DPH),CZK,hodina,62400,120,BusinessInfo.cz + weby CzechTrade,Google Analytics + alternativni nastroj,neuvedeno,no,"REALNE SJEDNANA sazba (registr smluv): 520 Kc/h, 5 760 h do 31.12.2029 (48 mesicu) = 120 h/mesic = 62 400 Kc/mesic. Neni to specializovana sprava mereni, ale trvala analyticka kapacita OSVC - kotva pro rozhodnuti najmout vs. koupit sluzbu. Fakturuje se mesicne proti vykazu cinnosti.",https://smlouvy.gov.cz/smlouva/36083533,EK1-014
PK1-020,2026-09-06,CZ,CZ,Ing. Ales Janousek (OSVC),freelancer,"servisPARTNER - technicka podpora, sprava a rozvoj webu a internetoveho marketingu vc. webove analytiky (Mesto Velke Mezirici)",fixed_package,mesicni pausal,5 900 Kc/mesic,CZK,mesic,5900,,1,"Google Analytics, Google Webmaster Tools, MajesticSEO, Collabim","bezny pozadavek do 3 prac. dnu, urgentni chyby okamzite",no,"REALNE ZAPLACENY mesicni pausal 5 900 Kc, ve kterem je webova analytika JEDNOU Z POLOZEK vedle redakcnich, koderskych a grafickych praci a pravidelnych mesicnich reportu. Hodinove sazby uvnitr pausalu 700 Kc (analyticke/programatorske) a 500 Kc (redakcni). Nevycerpane i precerpane hodiny se prevadeji do dalsiho mesice. PRUBEZNA SPRAVA, ale analytika neni samostatny produkt.",https://smlouvy.gov.cz/smlouva/17158411,EK1-015
PK1-021,2026-09-06,CZ,CZ,Martin Neuschl (OSVC),freelancer,"zpracovani auditu analytiky a nastaveni reportingu pro www.kudyznudy.cz pro Google Analytics 4 (CzechTourism, 2021)",fixed_package,jednorazovy audit + implementace GA4,96 800 Kc bez DPH,CZK,jednorazove,,64.5,1 (kudyznudy.cz),"GA4, Universal Analytics, GTM",neuvedeno,no,"JEDNORAZOVA IMPLEMENTACE, ne sprava. Balicek: audit stavu UA a GTM, tracking concept (manazerska dokumentace), nastaveni GA4 a GTM, testovani na testovacim i produkcnim prostredi, workshop. 96 800 Kc bez DPH pro jeden web = 64,5 h pri sazbe 1 500 Kc/h teze dodavatele.",https://smlouvy.gov.cz/smlouva/18193307,EK1-016
PK1-022,2026-09-06,CZ,CZ,Yaneba s.r.o.,analytics_agency,"Nastaveni analytickych nastroju pro potreby mereni navstevnosti portalu BusinessInfo.cz (CzechTrade, 2023)",fixed_package,jednorazove nastaveni mereni,116 000 Kc bez DPH,CZK,jednorazove,,,1 portal + podprojekty,"GA4, Universal Analytics, alternativni mereni",neuvedeno,no,"JEDNORAZOVA IMPLEMENTACE. Rozpad: implementace a kompletni nastaveni GA4 13 000 Kc; analyza a verifikace potrebnych metrik UA vs. GA4 68 000 Kc; alternativni anonymni mereni 24 500 Kc; zaskoleni do ekosystemu reportingu 10 500 Kc. Celkem 116 000 Kc bez DPH (140 360 Kc s DPH). Pozoruhodne: samotna implementace GA4 je nejlevnejsi polozka, drtiva vetsina ceny je overeni, ze cisla sedi.",https://smlouvy.gov.cz/smlouva/24590975,EK1-017
PK1-023,2026-09-06,CZ,CZ,Etnetera Activate a.s.,analytics_agency,"priprava zobrazeni dat v Google Looker Studiu navazaneho na data z Google Analytics pro weby vse.cz, admission.vse.cz a vsexpedice.vse.cz (VSE, 2026)",fixed_package,jednorazove reporty,54 600 Kc bez DPH,CZK,jednorazove,,,"3 (vse.cz, admission.vse.cz, vsexpedice.vse.cz)","Looker Studio, GA4",neuvedeno,no,"JEDNORAZOVE. Objednavka z 06/2026, cena 54 600 Kc bez DPH za pripravu reportingu v Looker Studiu nad daty GA4 pro tri weby. Kotva pro cenu polozky F1/F3 z taxonomie na ceskem trhu.",https://smlouvy.gov.cz/smlouva/38496278,EK1-018
PK1-024,2026-09-06,CZ,CZ,Martin Neuschl (OSVC),freelancer,"Webova analytika, implementace nastroje pro spravu souhlasu (CMP) s merenim pro web www.centralbohemia.cz (Stredoceska centrala cestovniho ruchu, 2021)",fixed_package,jednorazova implementace CMP + mereni,97 900 Kc,CZK,jednorazove,,,1 (centralbohemia.cz),"GA, GTM, CMP",neuvedeno,no,"JEDNORAZOVA IMPLEMENTACE. Objednavka na webovou analytiku a implementaci CMP s merenim pro jeden web, 97 900 Kc. scope=castecne unknown (objednavka neobsahuje detailni rozpad).",https://smlouvy.gov.cz/smlouva/18218315,EK1-019
PK1-025,2026-09-06,CZ,CZ,Digitalni architekti s.r.o.,analytics_agency,"vstupni audit stavu webove analytiky; vyhodnoceni analyticke a datove zralosti; pilotni upravy a narovnani mereni (Sprava informacnich technologii mesta Plzne, 2025)",fixed_package,jednorazovy audit,100 000 Kc bez DPH,CZK,jednorazove,,,vice webu mesta Plzne,"GA, webova analytika",neuvedeno,no,"JEDNORAZOVY AUDIT, ne sprava. Rozsah doslovne: vstupni audit stavu webove analytiky, zjisteni byznysovych/organizacnich potreb, 2-3 workshopy (technicky, byznysovy, marketingovy tym), vyhodnoceni analyticke a datove zralosti, hlubsi analyza projektu Centrum robotiky, pilotni upravy a narovnani mereni, analyza ctenosti blogovych clanku, konverze prihlasovani na krouzky, predani vystupu a doporuceni. 100 000 Kc bez DPH / 121 000 Kc s DPH.",https://smlouvy.gov.cz/smlouva/32042724,EK1-020
PK1-026,2026-09-06,CZ,CZ,XART s.r.o.,performance_agency,"Internetovy marketing (kontinualni) - GA4, Search Console, GTM, Looker Studio, webova analytika, SEO, PPC (Vysocina Tourism, 2025)",fixed_package,mesicni pausal,12 000 Kc/mesic bez DPH,CZK,mesic,12000,,weby Vysocina Tourism,"GA4, Search Console, GTM, Looker Studio, Google Ads, Sklik",pracovni dny 8:00-16:00,no,"REALNE ZAPLACENY mesicni pausal. Webova analytika je polozkou vedle SEO a PPC, ne samostatnym produktem. Jednorazove navic: instalace nastroju tretich stran 2 500 Kc + onboarding 11 000 Kc = 13 500 Kc; rocni licence nastroju 5 000 Kc/rok. Nevycerpane hodiny propadaji, precerpani do 10 % se prevadi. Mesicni report obsahuje vycet praci. PRUBEZNA SPRAVA.",https://smlouvy.gov.cz/smlouva/35042161,EK1-021
PK1-027,2026-09-06,CZ,CZ,"Bystricky a spol., s.r.o.",performance_agency,"Projekt on-line datoveho marketingu pro rok 2025 - zprostredkovatelske a vyrobni naklady (Batuv kanal, o.p.s.)",fixed_package,"rocni projekt, mesicni rozpad",38 000 Kc za 10 mesicu bez DPH,CZK,mesic,3800,,1,"GA4, GTM, Looker Studio, Search Console, Google Ads",neuvedeno,no,"REALNE ZAPLACENA odmena agentury: 38 000 Kc bez DPH za brezen-prosinec 2025 = 3 800 Kc/mesic. Zbylych 120 000 Kc z celkovych 158 000 Kc jsou primo naklady na reklamu u Googlu, tedy ne prace. V odmene je podle smlouvy kontrola napojeni na Search Console, nastaveni GA4, nasazeni GTM a tvorba sestav v Looker Studiu. PRUBEZNA SPRAVA na dolnim okraji ceskeho trhu.",https://smlouvy.gov.cz/smlouva/32416692,EK1-022
PK1-028,2026-09-06,CZ,CZ,Optimics s.r.o.,analytics_agency,"analytika a reporting - kontrola nastaveni GA, nastaveni GA4 a propojeni dat skrze BigQuery do Power BI (Narodni divadlo, 2020)",fixed_package,jednorazovy balicek,99 500 Kc bez DPH,CZK,jednorazove,,,weby Narodniho divadla,"GA, GA4, BigQuery, Power BI","zaruka za jakost 24 mesicu, pokuta 500 Kc/den",yes,"JEDNORAZOVE, ne sprava. Obsah: priprava reportu pro management na zaklade internich a webovych dat, kontrola nastaveni online analytiky ve stavajicim GA, nastaveni GA4 a propojeni dat pres BigQuery do Power BI, analytika socialnich siti. 99 500 Kc bez DPH (120 395 Kc s DPH).",https://smlouvy.gov.cz/smlouva/15070307,EK1-023
PK1-029,2026-09-06,CZ,CZ,Ing. Frantisek Rajtmajer (OSVC),freelancer,"Konzultace datove analytiky nove Videoplatformy CT; mesicni fakturace dle skutecne odpracovanych hodin (Ceska televize, 2020)",retainer_hours,objednavka 03/2020,192 000 Kc bez DPH,CZK,jednorazove,,,Videoplatforma CT,datova analytika,neuvedeno,unknown,"PRUBEZNE CERPANI s mesicni fakturaci podle skutecne odpracovanych hodin, ale doba plneni a hodinova sazba jsou ve zverejnenem PDF necitelne, proto se mesicni cena NEDA dopocitat - period ponechano jednorazove a price_czk_month prazdne zamerne. Druha objednavka teze sluzby 09/2020 na 96 000 Kc bez DPH (smlouva 13888988). Prilohou kazde faktury je mesicni evidence odpracovanych hodin.",https://smlouvy.gov.cz/smlouva/12078792,EK1-025
PK1-030,2026-09-06,CZ,CZ,Ing. David Tousovsky (OSVC),freelancer,"IT analytika webovych stranek CT (Ceska televize, 2018)",retainer_hours,"objednavka 2018, 8 polozek",416 000 Kc bez DPH,CZK,jednorazove,,,weby Ceske televize,webova analytika,neuvedeno,unknown,"Objednavka na 416 000 Kc bez DPH rozdelena do 8 stejnych polozek s jednotkou ""Dny""; vypoved je mozna ke konci kalendarniho mesice a prilohou kazde faktury je mesicni evidence, takze jde o prubezne cerpani. Pocet dnu ani sazba nejsou ve zverejnenem PDF citelne, mesicni cena se NEDA doloziitelne dopocitat - price_czk_month zamerne prazdne.",https://smlouvy.gov.cz/smlouva/5321080,EK1-025
PK1-031,2026-09-06,CZ,CZ,Viktorie Peterova (OSVC),freelancer,"Smlouva o provedeni webovych analytickych praci - zalozeni uctu v analytickych systemech, cross domain analytika v Google Tag Manageru, reporting v Data Studiu, tracking taxonomy (Komorni scena Arena, 2022)",fixed_package,jednorazove dilo,66 550 Kc s DPH,CZK,jednorazove,,,1,"Google Analytics, GTM, Data Studio",neuvedeno,no,"JEDNORAZOVE, ne sprava: cena je sjednana jako konecna a fakturuje se jednorazove, byt smlouva zniva na ""poskytovani sluzeb po dobu ucinnosti"". Rozsah v cene: zalozeni a provoz uctu v analytickych systemech, nastaveni cross domain analytiky v GTM, reporting v Data Studiu, tracking taxonomy. Spolu s fakturou predklada dodavatel rozpis vykonane prace.",https://smlouvy.gov.cz/smlouva/19167079,EK1-026
