id,date_accessed,phase,region,source_type,source_name,source_url,quote_verbatim,language,summary_cs,relates_to_rq,relates_to_hypothesis,notes
EV5-011,2026-09-04,11,GLOBAL,google_docs,Looker Studio – Create alerts on a chart,https://docs.cloud.google.com/looker/docs/studio/create-alerts-on-a-chart,"You can set up an alert that will notify you and your stakeholders when a chart on your Data Studio report meets criteria that you specify. ... The features and functionality described in this page are available to Data Studio Pro users. ... In the Repeat field, select the frequency with which Data Studio Pro will check that the alert conditions have been met. ... Data Studio Pro sends an email notification from looker-studio-noreply@google.com to all recipients. ... Alert conditions don't support OR logic.",en,"POTVRZENO: alerty existuji, ale jen v Pro (9 USD/uzivatel/projekt/mes), jen e-mailem, jen na hodnotu pole v grafu, bez OR logiky, s frekvenci kontroly denne/tydne/mesicne (nebo Custom) – tedy zadna hodinova detekce.","RQ5,RQ7",H5,frekvence je slabsi nez GA4 custom insights (hourly)
EV5-012,2026-09-04,11,GLOBAL,google_docs,"Looker Studio – Create alerts on a chart, deaktivace alertu",https://docs.cloud.google.com/looker/docs/studio/create-alerts-on-a-chart,"If the report changes such that the alert condition would no longer have the same meaning, Data Studio Pro deactivates the alert the next time the alert runs and sends a notification email to the alert owner with the reason for the deactivation. The following changes can trigger alert deactivation: The alert condition query failed to run. ... The underlying data source of an alert condition was deleted. ... A field in the alert condition was deleted from the underlying data source.",en,"NEJDULEZITEJSI NALEZ 2. kola k F1: kdyz se zdroj dat rozbije, Looker Studio alert se VYPNE. Nehlida rozbity zdroj – naopak pri rozbitem zdroji prestane hlidat i to, co hlidal. Vlastnik dostane jeden e-mail o deaktivaci a pak uz nic. Presne 'ticha' varianta selhani, na ktere stoji nabidka DataLayer.cz.","RQ5,RQ7","H2,H5",doslovne potvrzeni poznamky z 1. kola 'nehlida rozbity zdroj/konektor'
EV5-013,2026-09-04,11,GLOBAL,google_docs,Search Ads 360 Help – Check the tracking status of your Google Ads conversion action,https://support.google.com/sa360/answer/9780742,"Unverified: We haven't verified that your tag has been put on your website yet. This takes a few hours. ... No recent conversions: We've seen your conversion tracking tag, but haven't recorded any conversions in the last 7 days. ... Recording conversions: We've seen your conversion tag and recorded conversions within the last 7 days. ... Tag inactive: We no longer see your tag, and haven't recorded any conversions in the last 7 days. ... If we recorded conversions before, but they stopped, something may have changed with your website or ad campaigns.",en,"DOPLNENA MEZERA 1. kola (stranka se stavy se tehdy nenasla). Stavy konverznich akci existuji a jsou presne definovane, ALE prah je 7 DNI bez konverze a stav je jen sloupec v tabulce – nikdo ho neposila. To je tvrde cislo pod tvrzeni 'zjistite to za 2 tydny': Google sam oznaci tag za neaktivni az po tydnu.","RQ3,RQ5,RQ7",H2,"stejne definice pouziva Google Ads; nalezeno v SA360 napovede, ktera je verejne fetchovatelna"
EV5-014,2026-09-04,11,GLOBAL,google_docs,Google Ads Help – About email notifications,https://support.google.com/google-ads/answer/1704338,Performance reporting ... Newsletter ... Google market research ... Customized help and performance suggestions ... Special offers ... Campaign maintenance ... Disapproved ads and policy alerts ... Reports ... Billing alerts,en,"POTVRZENO ROZSIRENE: v seznamu kategorii e-mailovych notifikaci Google Ads NENI zadna kategorie pro mereni konverzi ani pro nefunkcni tag. Zamitnutou reklamu a fakturaci Google posle e-mailem, rozbity purchase tag ne.","RQ3,RQ5,RQ7",H2,"primy kontrast: reklama zamitnuta = e-mail, mereni mrtve = jen sloupec v UI"
EV5-015,2026-09-04,11,GLOBAL,google_docs,Google Ads Help – About the enhanced conversions for web tag diagnostics report,https://support.google.com/google-ads/answer/11956168,Excellent ... Good ... Needs attention ... No recent data – enhanced conversions have not recorded data in the last 7 days ... The alerts displayed in the diagnostic report are based on the past one day of data unless there isn't enough data in the past day in which case the alert is based on the past 7 days of data.,en,"NOVE: pro rozsirene konverze existuje diagnosticky report se ctyrmi stavy a s dennim oknem. Ani zde dokumentace nezminuje e-mail – je to opet obrazovka, kterou musi nekdo otevrit.","RQ5,RQ7",H5,"D1 je tedy 'C' (nastroj ukaze, clovek musi kouknout a rozhodnout)"
EV5-016,2026-09-04,11,GLOBAL,meta_docs,Meta Business Help Center – About Diagnostics in Meta Events Manager,https://www.facebook.com/business/help/667164051342757,"Active: If an issue has been detected in the last 24 hours and it's not marked as resolved or ignored, it will appear in Active. Previously detected: If you don't interact with an issue within 3 days of first detection, the issue will appear in Previously detected. When the issue is moved to Previously detected, instructions to resolve the issue are removed. We suggest regularly monitoring your diagnostics issues and resolving them as soon as possible.",en,"POTVRZENO: diagnostika Events Manageru je UI zalozka se stavy Active / Previously detected / Ignored. Pokud clovek na problem 3 dny nereaguje, Meta mu SEBERE navod na opravu a problem odsune. Doslova pobidka 'regularly monitoring' = predpoklada se lidska rutina.","RQ5,RQ7","H2,H5",fetch pres textovy mirror r.jina.ai (facebook.com je JS)
EV5-017,2026-09-04,11,GLOBAL,meta_docs,Meta Business Help Center – drop in website events from the Meta Pixel,https://www.facebook.com/business/help/254018658815388,You may receive alerts about a significant drop in website event traffic from the Meta Pixel. We send these notifications only when event counts used in campaigns or audiences drop substantially compared to one week ago and the seven-day average.,en,"VYVRACI tvrzeni 1. kola ('Meta neposila zadne push notifikace'). Meta notifikaci o propadu eventu POSILA. Ale: jen pri 'significant/substantial' propadu, jen pro eventy pouzite v kampanich nebo publicich, a srovnava se s tydnem zpet a sedmidennim prumerem – tj. pomale, prahove, bez moznosti nastavit vlastni citlivost. Castecny vypadek jednoho eventu se takto nechyti.","RQ5,RQ7","H2,H5",zmena tvrzeni 1. kola; fetch pres textovy mirror
EV5-018,2026-09-04,11,GLOBAL,meta_docs,"Meta for Developers – Conversions API, Verifying setup",https://developers.facebook.com/documentation/ads-commerce/conversions-api/verifying-setup,Event Match Quality is scored from 1 to 10 ... we typically recommend that you aim for an Event Match Quality score of 6.0 or higher ... Rate of Events Deduplicated ... Rate of Deduplication Key Usage ... a warning will appear when your deduplication rate is too low,en,"POTVRZENO: EMQ 1–10 s doporucenim >= 6,0, zalozky Event Deduplication a Event Freshness. Varovani o nizke deduplikaci se 'objevi' (v UI), nikam se neposila. EMQ a freshness zadnou notifikaci nemaji.","RQ5,RQ7",H5,potvrzuje E6-054 z 1. kola
EV5-019,2026-09-04,11,GLOBAL,google_docs,Google Tag Manager API v2 – Overview,https://developers.google.com/tag-platform/tag-manager/api/v2,"create, preview and publish a Version",en,"POTVRZENO: GTM API v2 umi verze vytvaret, nahlizet a publikovat, ale dokumentace neobsahuje ani slovo 'webhook', 'notification', 'subscription' nebo 'push'. Kdo chce vedet o cizim publishi strojove, musi API pollovat.","RQ5,RQ7",H5,overeno primo; absence webhooku potvrzena
EV5-020,2026-09-04,11,GLOBAL,google_docs,Tag Manager Help – Container notifications,https://support.google.com/tagmanager/answer/9713667,"A version is published ... A new version is created but not published ... A workspace is sent for approval ... Notifications are sent as emails addressed to your Google user account. ... Each Tag Manager user can turn on and adjust their own notification preferences. ... notifications will be sent only when a container is published to your live production environment (i.e. not a custom environment such as ""QA"" or ""Dev"").",en,"MENI tvrzeni 1. kola. GTM sice nema webhook, ALE MA e-mailova 'container notifications' na publish verze a na vytvoreni nepublikovane verze (a v 360 i na schvalovaci workflow). Jsou per-uzivatel a defaultne vypnute – kdo je nezapne, nedozvi se nic. Da se nastavit i globalni default pro vsechny kontejnery, ke kterym ma clovek pristup.","RQ5,RQ7",H5,"VYVRACENO castecne: 'zadny webhook/push' plati, 'zadna notifikace pri publish' neplati"
EV5-021,2026-09-04,11,CZ,vendor_docs,Sklik Napoveda – Diagnostika mereni (Seznam Event Measurement),https://napoveda.sklik.cz/merici-skripty/seznam-event-measurement/zaciname-se-sem/diagnostika-mereni/,"Diagnostika měření vám pomáhá zkontrolovat kvalitu dat, která odesíláte do Skliku prostřednictvím SEM hitů. ... Diagnostika zobrazuje agregované statistiky za posledních 30 dní (vždy do půlnoci předchozího dne). ... Podíl hitů se souhlasem ... Podíl zpracovaných hitů ... Chyby validace ... Data jsou dostupná se zpožděním (do půlnoci předchozího dne). ... Při zjištění problému: Zkontrolujte implementaci měření. Ověřte nastavení souhlasů (CMP). Kontaktujte svého analytika nebo vývojáře.",cs,"VYVRACI tvrzeni 1. kola 'Sklik nema zadny nastroj'. Sklik ma od noveho SEM 'Diagnostiku mereni': pocty hitu podle udalosti, podil hitu se souhlasem, podil hitu s identitou, chyby validace. ALE: jen v UI, agregovane za 30 dni, data az do pulnoci predchoziho dne, zadna notifikace. A Sklik sam v doporuceni pise 'Kontaktujte sveho analytika nebo vyvojare' – tj. explicitne predpoklada, ze klient nekoho takoveho ma.","RQ3,RQ5,RQ7","H2,H5",klicove pro CZ trh; oznaceno na webu jako 'Nove'
EV5-022,2026-09-04,11,CZ,vendor_docs,Sklik Napoveda – E-mailova oznameni,https://napoveda.sklik.cz/sklik-ucet/emailova-oznameni/,"Systém Sklik rozesílá dva typy informačních zpráv, které se v případě důvodu posílají v intervalu 30 minut. Zpráva o zablokování reklamy vás informuje, o jakou reklamu se jedná a z jakého důvodu došlo k jejímu zamítnutí. Zpráva o poklesu kreditu ve vaší Peněžence pod hranici 10 Kč vás informuje o vyčerpání kreditu a pozastavení zobrazování vašich reklam.",cs,"POTVRZENO tvrde: Sklik posila presne DVA typy e-mailu – zablokovana reklama a kredit pod 10 Kc. O mereni, konverzich ani chybach v SEM hitech neposila NIC. Stejny vzorec jako Google Ads: penize a reklama = e-mail, mereni = nic.","RQ3,RQ5,RQ7",H2,nejsilnejsi CZ dukaz pro 'nikdo vas neupozorni'
EV5-023,2026-09-04,11,CZ,vendor_docs,"Sklik Napoveda – SEM, E-commerce platformy",https://napoveda.sklik.cz/merici-skripty/seznam-event-measurement/implementace-sem/e-commerce-platformy/,"Seznam Event Measurement (SEM) můžete aktivovat přímo v administraci e-shopu pomocí nativního modulu. Celý proces je navržený tak, aby byl rychlý, přehledný a nevyžadoval žádné technické zásahy – stačí doplnit identifikátor a zapnout měření. ... Platforma není v seznamu? Pokud vaše platforma nativní modul pro SEM zatím nepodporuje, použijte jednu z těchto alternativních metod: Základní skript ... Google Tag Manager ... Server-to-Server",cs,"NOVE: Seznam migruje z konverzniho/retargetingoveho kodu na Seznam Event Measurement a tlaci nativni moduly v e-shopovych platformach ('na par kliku bez programovani'). To je konkretni CZ deadline/migrace, kterou muze DataLayer.cz hlidat za klienta – a zaroven typicky spoustec what_broke=ad_platform_change.","RQ3,RQ7",H2,migrace SEM = CZ obdoba 'consent mode v2' deadlinu
EV5-024,2026-09-04,11,CZ,vendor_docs,"Sklik Napoveda – SEM, Sprava konverzi",https://napoveda.sklik.cz/merici-skripty/seznam-event-measurement/konfigurace-sem/sprava-konverzi/,"Pokud provozujete e-shop napojený na Zboží.cz, pro správné odesílání konverzí za účelem získání zpětné vazby (recenze produktů) musíte použít kombinované SEM ID příslušné provozovny – ne obecné SEM ID účtu. ... Při přesunu provozovny do jiného Sklik účtu kombinované SEM ID zaniká. Budete na to upozorněni a budete muset aktualizovat SEM ID ve své implementaci.",cs,"NOVE, ryze cesky spoustec rozbiteho mereni: pri presunu provozovny mezi Sklik ucty ZANIKA kombinovane SEM ID a implementaci je nutne rucne prepsat. Presne typ zmeny, kterou marketing udela a mereni tise spadne. Pro tuto situaci neexistuje zadny nastroj – jen clovek s changelogem.","RQ3,RQ7",H2,doplneni katalogu what_broke pro CZ: ad_platform_change
EV5-025,2026-09-04,11,CZ,vendor_docs,"Shoptet Podpora – Nastaveni Google Analytics, Reseni potizi",https://podpora.shoptet.cz/nastaveni-google-analytics/,"Pokud vidíte návštěvy, ale chybí některé události (např. purchase), nejčastější příčinou je duplicitní nebo konfliktní měření. Měřicí kód může být v obchodě nasazen na více místech současně a to může způsobovat konflikty a chyby v měření. Měřicí kód může být například nasazen: V administraci Shoptetu ... Pomocí HTML editoru ... Přes Google Tag Manager. Napojení přes administraci Shoptetu již zajišťuje správné vložení měřicích kódů, proto není potřeba a je nežádoucí je přidávat i jinými způsoby.",cs,"POTVRZENO primo od Shoptetu: nejcastejsi pricina chybejicich eventu na Shoptetu je DUPLICITNI nasazeni mereni (admin + HTML editor + GTM soucasne). Shoptet sam doporucuje pouzit jen nativni napojeni – coz ale znemoznuje vlastni dataLayer a GTM konfiguraci. Presne rozhodnuti, ktere musi udelat clovek, ne nastroj.","RQ3,RQ7",H2,kod what_broke=gtm_change_dev / unknown_owner
EV5-026,2026-09-04,11,CZ,vendor_docs,Shoptet Podpora – proc se lisi trzby GA4 vs. e-shop,https://podpora.shoptet.cz/nastaveni-google-analytics/,"Před nasazením nové cookie lišty (od 1. 1. 2022), se data zpravidla rozcházely maximálně o 10 %. Po nasazení nové cookies lišty, může být rozdíl ještě vyšší, protože pro zákazníky je odmítnutí sběru dat jednodušší.",cs,"Shoptet sam klientum rika, ze rozdil GA4 vs. e-shop je normalni a po cookie liste jeste vetsi – tj. e-shopar je vedene ucen ignorovat revenue_mismatch. To je presne duvod, proc se skutecne rozbite mereni schova: 'vzdy se to lisilo'. Silny argument pro sluzbu s definovanou toleranci a rekonciliaci po transaction_id.","RQ3,RQ7",H2,kod what_broke=revenue_mismatch; vysvetluje dlouhy time_to_notice
EV5-027,2026-09-04,11,CZ,vendor_docs,Shoptet Developers – Data Layer,https://developers.shoptet.com/shoptet-tools/data-layer/,"JavaScript Event ShoptetDataLayerUpdated. This event is triggered after all tracking scripts are evaluated. ... DataLayer is updated everytime your cart is changed. Whenever items are added, removed or amount is changed we follow and populate structure described here. ... These product attributes are being updated: id, name, brand, category, variant, price, quantity",en,"NOVE: Shoptet ma dokumentovany vlastni dataLayer, ale ve tvaru dataLayer[0].shoptet (pageType, currency, cart, product), NE ve standardnim GA4 ecommerce formatu. Mapovani na GA4 eventy je tedy vzdy prace v GTM a je citlive na zmeny sablony. To je konkretni technicky duvod, proc se na Shoptetu mereni po zmene sablony rozbiji.","RQ3,RQ7",H2,podklad pro A1/A4 na CZ platforme
EV5-028,2026-09-04,11,CZ,vendor_docs,Shoptet Developers – News from the Shoptet forge,https://developers.shoptet.com/news/,"Stay updated with the latest news from our developer portal through our machine-readable RSS and JSON feeds. API News: RSS Feed, JSON Feed. Frontend News: RSS Feed, JSON Feed. ... API Release News from September 4, 2026 ... Breaking Changes ... Frontend News from July 21, 2026: Breaking changes – Legacy mobile header removal (via Deferred Template Updates). We have removed the legacy mobile header from the templates.",en,"NOVE a prakticky: Shoptet ma pro partnery verejny changelog se sekci 'Breaking Changes', publikovany zhruba kazde dva tydny, a nabizi STROJOVE CITELNE RSS/JSON feedy (developers.shoptet.com/category/api/feed a /category/frontend-unsorted/feed). K tomu verejny changelog shoptet.cz/novinky-a-changelog/ a status stranka shoptetstatus.com. 'Sledovani deadlinu Shoptetu za klienta' je tedy realne zautomatizovatelne – a v CZ to podle 1. kola nikdo nenabizi.","RQ3,RQ4,RQ7",H5,"zaplnuje mezeru 1. kola 'existuje changelog pro partnery?' – ano, vc. feedu"
EV5-029,2026-09-04,11,CZ,vendor_docs,Upgates Napoveda – Google Analytics a Google Ads (Google Site Tag),https://www.upgates.cz/a/pruvodce-propojeni-google,"E-shop lze propojit se službou Google Analytics 4 (GA4). Naše propojení je řešené přes javascript, nejedná se o server-side. ... Podporované události GA4: view_item, purchase, add_to_cart, view_cart, begin_checkout, add_shipping_info, add_payment_info ... Číslo pro měření naleznete ve svém Google Analytics účtu v Nastavení / Údaje o měření / Měřící kód. Z celkového HTML kódu stačí zkopírovat pouze číslo pro měření ve formátu např. UA-12345678-1.",cs,"NOVE: nativni GA4 na Upgates je jen JS (ne server-side) a pokryva 7 udalosti – CHYBI view_item_list, select_item, remove_from_cart, add_to_wishlist, refund, login/sign_up. Navic napoveda stale instruuje zkopirovat ID ve tvaru 'UA-12345678-1', tedy format zruseneho Universal Analytics – dokumentace platformy je zastarala. Cokoli nad ramec sedmi udalosti musi resit clovek v GTM.","RQ3,RQ7","H1,H2","doklad, ze nativni napojeni CZ platforem je 'zaklad', ne mereni"
EV5-030,2026-09-04,11,CZ,vendor_docs,Upgates Napoveda – Google Tag Manager,https://www.upgates.cz/a/propojeni-s-google-tag-managerem,"Naše systémová implementace GTM obsahuje také dataLayer. ... Do dataLayeru posíláme následující data: Zobrazení detailu produktu. Přidání/odebrání produktu do/z košíku. Dokončení objednávky (Purchase). ... Při použití Google Tag Manager (GTM) a zároveň Global site tag (GST) je potřeba dbát na správné nastavení obou služeb ve vašem uživatelském účtu Google. Jinak by mohlo docházet k chybnému zpracování dat v systémech Googlu - duplikaci konverzí, používání nesprávných částek apod. ... Pozor! při implementaci vlastních scriptů, může dojít ke kolizi se systémovými scripty, která může zapříčinit nefunkčnost různých sekcí, anebo funkcí, jako je například dokončení objednávky.",cs,"NOVE, silne: Upgates sam varuje, ze soubeh GTM a nativniho Global site tagu vede k DUPLIKACI KONVERZI a spatnym castkam a ze vlastni skripty mohou znefunkcnit dokonceni objednavky. Nativni dataLayer ma jen 3 udalosti. Stejny vzorec jako u Shoptetu: nativni napojeni + GTM = riziko duplicit, ktere musi nekdo hlidat po kazde zmene.","RQ3,RQ7",H2,"kod what_broke=gtm_change_dev, revenue_mismatch"
EV5-031,2026-09-04,11,CZ,vendor_docs,Upgates Napoveda – Aktualizace systemu 2026,https://www.upgates.cz/aktualizace-2026,"Aktualizace systému verze 36 ... Aktualizace systému verze 35.1 ... Aktualizace systému verze 35 – Dokončený redesign administrace, Přihlášení přes 3. strany, Obrázky podle jazyků, a další",cs,"NOVE: Upgates ma verejny changelog po verzich systemu (aktualizace-2024/2025/2026) a stranku dostupnosti. Na rozdil od Shoptetu ale NEMA vyvojarsky portal s RSS/JSON feedem ani sekci 'Breaking changes' – sledovani zmen Upgates je tedy rucni prace (otevrit stranku), coz je dalsi lidsky ukol v ramci spravy.","RQ3,RQ4,RQ7",H5,"doplneni mezery: changelog pro partnery ano, strojove citelny ne"
