id,date_accessed,region,country,provider,provider_type,service_name_verbatim,pricing_model,tier_name,price_original,currency,period,price_czk_month,hours_included,properties_included,platforms_included,response_time,requires_bq,scope_notes,source_url,evidence_id
P2-011,2026-09-04,CZ,CZ,Marketing Makers,agentura,"Jednorázové konzultace, webová analytika, automatizace",hourly_rate,,2 100 Kč/h,CZK,hodina,21000,proxy 10 h,,"GA4, GTM, Looker Studio, BigQuery",dodávka analytiky cca 3 týdny,volitelně,proxy 10 h,https://marketingmakers.net/my-a-nas-tym/cenik-a-kapacity/,E2-013
P2-012,2026-09-04,CZ,CZ,Marketing Makers,agentura,Webová analytika – malý B2C/e-shop (kredit do 20 000 Kč),retainer_hours,malý,5 h × 2 100 Kč,CZK,jednorázově/nastavení,,5,1,"GA4, GTM",,ne,orientační náročnost nastavení analytiky = 10 500 Kč; není měsíční,https://marketingmakers.net/my-a-nas-tym/cenik-a-kapacity/,E2-013
P2-013,2026-09-04,CZ,CZ,Marketing Makers,agentura,Webová analytika – střední B2C/e-shop (kredit do 100 000 Kč),retainer_hours,střední,15 h × 2 100 Kč,CZK,jednorázově/nastavení,,15,1,"GA4, GTM",,ne,orientační náročnost = 31 500 Kč; není měsíční,https://marketingmakers.net/my-a-nas-tym/cenik-a-kapacity/,E2-013
P2-014,2026-09-04,CZ,CZ,Marketing Makers,agentura,Webová analytika – velký B2C/e-shop (kredit do 500 000 Kč),retainer_hours,velký,30 h × 2 100 Kč,CZK,jednorázově/nastavení,,30,1,"GA4, GTM, BQ",,volitelně,orientační náročnost = 63 000 Kč; není měsíční,https://marketingmakers.net/my-a-nas-tym/cenik-a-kapacity/,E2-013
P2-015,2026-09-04,CZ,CZ,Marketing Makers,agentura,Měsíční správa kampaní – Úplný základ,retainer_hours,Úplný základ,4 h × 1 600 Kč,CZK,měsíc,6400,4,,Google Ads (kotva PPC),,ne,PPC správa jako cenová kotva; report formou komentáře k dashboardu,https://marketingmakers.net/my-a-nas-tym/cenik-a-kapacity/,E2-014
P2-016,2026-09-04,CZ,CZ,Marketing Makers,agentura,Měsíční správa kampaní – Rosteme,retainer_hours,Rosteme,8 h × 1 600 Kč,CZK,měsíc,12800,8,,"Google Ads, Search Console (kotva PPC)",,ne,PPC správa; vyhodnocují i chování na webu; report online/osobně,https://marketingmakers.net/my-a-nas-tym/cenik-a-kapacity/,E2-014
P2-017,2026-09-04,CZ,CZ,Marketing Makers,agentura,Měsíční správa kampaní – Jsme součástí týmu,retainer_hours,Jsme součástí týmu,14 h × 1 600 Kč,CZK,měsíc,22400,14,,"Google Ads, web A/B testy, Hotjar/Clarity (kotva PPC)",,ne,PPC správa; „Analytika je precizně nastavená“ = analytika jako diferenciátor top tieru,https://marketingmakers.net/my-a-nas-tym/cenik-a-kapacity/,E2-014
P2-018,2026-09-04,CZ,CZ,Advisio – DataPlus,agentura/saas,DataPlus – server-side měření,tiered,Menší e-shopy/weby do 150 000 událostí měsíčně,od 800 Kč/měsíc,CZK,měsíc,800,,1,"GA4, Meta, Google Ads",podpora pracovní dny 9–15,ne,provoz sGTM + aktualizace při legislativních změnách; implementace do 24 h u standardních platforem,https://dataplus.advisio.cz/,E2-018
P2-019,2026-09-04,CZ,CZ,Advisio – DataPlus,agentura/saas,DataPlus – server-side měření,tiered,Střední e-shopy/weby 150 000–300 000 událostí měsíčně,od 1 500 Kč/měsíc,CZK,měsíc,1500,,1,"GA4, Meta, Google Ads",podpora pracovní dny 9–15,ne,škáluje počtem událostí,https://dataplus.advisio.cz/,E2-018
P2-020,2026-09-04,CZ,CZ,Advisio – DataPlus,agentura/saas,DataPlus – server-side měření,tiered,Velké e-shopy/weby nad 300 000 událostí měsíčně,od 3 000 Kč/měsíc,CZK,měsíc,3000,,1,"GA4, Meta, Google Ads",podpora pracovní dny 9–15,ne,škáluje počtem událostí,https://dataplus.advisio.cz/,E2-018
P2-021,2026-09-04,CZ,CZ,Zbyněk Hyrák,freelancer,Osobní konzultace v Praze,hourly_rate,,3 000 Kč/h bez DPH,CZK,hodina,30000,proxy 10 h,,"GA4, GTM, PPC",,ne,proxy 10 h,https://navolnenoze.cz/prezentace/zbynek-hyrak/,E2-041
P2-022,2026-09-04,CZ,CZ,Zbyněk Hyrák,freelancer,Online konzultace a odborné práce,hourly_rate,,2 000 Kč/h bez DPH,CZK,hodina,20000,proxy 10 h,,"GA4, GTM, PPC",,ne,proxy 10 h,https://navolnenoze.cz/prezentace/zbynek-hyrak/,E2-041
P2-023,2026-09-04,CZ,CZ,Jiří Kroužek,freelancer,Webová analytika – dle hodinové sazby,hourly_rate,,1 150 Kč/h,CZK,hodina,11500,proxy 10 h,,GA4,,ne,proxy 10 h,https://www.jirikrouzek.cz/cenik.html,E2-042
P2-024,2026-09-04,CZ,CZ,Open Mage,freelancer,Hodinová sazba,hourly_rate,,700 Kč/h,CZK,hodina,7000,proxy 10 h,,,,ne,proxy 10 h; ecommerce analýza 6–8 000 Kč jednorázově,https://www.openmage.cz/cenik/,E2-043
P2-025,2026-09-04,CZ,CZ,MH Marketing,freelancer,Hodinová sazba,hourly_rate,,600 Kč/h,CZK,hodina,6000,proxy 10 h,,,,ne,proxy 10 h,https://www.mhmarketing.cz/cenik/,E2-044
P2-026,2026-09-04,CZ,CZ,WebPrezent.cz,agentura,On-line marketing a webová analytika – odborné práce,hourly_rate,,790 Kč/h,CZK,hodina,7900,proxy 10 h,,,,ne,proxy 10 h,https://www.webprezent.cz/cenik/,E2-045
P2-027,2026-09-04,CZ,CZ,WebPrezent.cz,agentura,Balíček 15 hodin – odborné práce,retainer_hours,15 h,9 600 Kč,CZK,balíček,9600,15,,,,ne,předplacené hodiny 640 Kč/h; balíček není vázán na měsíc,https://www.webprezent.cz/cenik/,E2-045
P2-028,2026-09-04,CZ,CZ,Neosoft,agentura,"Analýzy, studie, konceptuální modely",hourly_rate,,900 Kč/h,CZK,hodina,9000,proxy 10 h,,,,ne,proxy 10 h,http://www.neosoft.cz/cenik/,E2-046
P2-029,2026-09-04,CZ,CZ,Na volné noze – průzkum 2024,pruzkum,Hodinová sazba freelancerů – nejčetnější pásmo,hourly_rate,"600–999 Kč/h (27,4 % respondentů)",800 Kč/h (střed),CZK,hodina,8000,proxy 10 h,,,,ne,proxy 10 h; střed pásma; průzkum 2 237 freelancerů všech oborů,https://navolnenoze.cz/novinky/jaksedari/,E2-047
P2-030,2026-09-04,CZ,CZ,Na volné noze – průzkum 2024,pruzkum,Hodinová sazba freelancerů – druhé pásmo,hourly_rate,"1 000–1 999 Kč/h (23,0 %)",1 500 Kč/h (střed),CZK,hodina,15000,proxy 10 h,,,,ne,proxy 10 h; střed pásma,https://navolnenoze.cz/novinky/jaksedari/,E2-047
P2-031,2026-09-04,CZ,CZ,Jooble – Web analytik,platovy_portal,Průměrná mzda web analytik,salary_proxy,,81 943 Kč,CZK,měsíc,81943,cca 160 h (plný úvazek),,,,ne,"hrubá mzda bez odvodů zaměstnavatele (+33,8 %); agregát 954 inzerátů, zahrnuje IT analytiky",https://cz.jooble.org/salary/web-analytik,E2-048
P2-032,2026-09-04,CZ,CZ,PrůměrnéPlaty.cz – Analytik,platovy_portal,Průměrný plat analytik,salary_proxy,,66 266 Kč,CZK,měsíc,66266,cca 160 h,,,,ne,hrubá mzda; obecný analytik,https://prumerneplaty.cz/pozice/analytik,E2-049
P2-033,2026-09-04,CZ,CZ,PLASTIKA a.s. (inzerát Jooble),inzerat,Datový analytik – reporting a dashboardy,salary_proxy,,46 000 Kč,CZK,měsíc,46000,cca 160 h,,,,ne,"in-house reporting/dashboardy, Kroměříž",https://cz.jooble.org/pr%C3%A1ce-web-analytik,E2-052
P2-034,2026-09-04,CZ,CZ,Softmedia,agentura/web,Provoz server-side GTM – malý projekt,saas,malý (jen transakce),1 000 Kč/měs,CZK,měsíc,1000,,1,"sGTM (FB CAPI, Google Ads)",,ne,"infrastrukturní náklad, bez práce analytika",https://softmedia.cz/novinky-ze-softmedia/serverove-gtm-pro-presnejsi-data/,E2-053
P2-035,2026-09-04,CZ,CZ,Softmedia,agentura/web,Provoz server-side GTM – ~10 M hitů/měs,saas,střední,2 500–4 000 Kč/měs,CZK,měsíc,3250,,1,sGTM,,ne,střed rozpětí; infrastrukturní náklad,https://softmedia.cz/novinky-ze-softmedia/serverove-gtm-pro-presnejsi-data/,E2-053
P2-036,2026-09-04,CZ,CZ,Softmedia,agentura/web,Provoz server-side GTM – ~100 M hitů/měs,saas,velký,6 000–8 000 Kč/měs,CZK,měsíc,7000,,1,sGTM,,ne,střed rozpětí,https://softmedia.cz/novinky-ze-softmedia/serverove-gtm-pro-presnejsi-data/,E2-053
P2-037,2026-09-04,CZ,CZ,Pavel Szabo,freelancer/dev,sGTM hosting Cloudflare Workers,saas,,350–600 Kč/měs (15–25 USD),CZK,měsíc,475,,1,sGTM,,ne,střed rozpětí; implementace GTM 4–12 h,https://www.pavelszabo.cz/co-je-google-tag-manager/,E2-055
P2-038,2026-09-04,CZ,CZ,"Marketing Makers (M. Blažek, PPC kemp)",agentura,Provoz sGTM Cloud Run EU – 500 000 eventů/měs,saas,,cca 300 Kč/měs,CZK,měsíc,300,,1,sGTM,,ne,reálný účet; Stape free pro menší,https://marketingmakers.net/server-side-gtm-ano-nebo-ne/,E2-056
P2-039,2026-09-04,CZ,CZ,MarketingPPC,agentura,Nasazení GTM a GA4 – malí inzerenti/OSVČ,fixed_package,malí,od 3 900 Kč,CZK,jednorázově,,,1,"GTM, GA4, Consent Mode v2",,ne,jednorázová kotva,https://www.marketingppc.cz/sluzby/ga4/,E2-057
P2-040,2026-09-04,CZ,CZ,MarketingPPC,agentura,Nasazení GTM a GA4 – SMB e-shopy,fixed_package,SMB,od 7 800 Kč,CZK,jednorázově,,,1,"GTM, GA4, Ads, Sklik, FB, BigQuery",,volitelně,jednorázová kotva,https://www.marketingppc.cz/sluzby/ga4/,E2-057
P2-041,2026-09-04,CZ,CZ,MarketingPPC,agentura,Nasazení GTM a GA4 – větší firmy,fixed_package,větší firmy,od 19 000 Kč,CZK,jednorázově,,,1+,"GTM, GA4, Ads, Sklik, FB, BigQuery",,volitelně,jednorázová kotva,https://www.marketingppc.cz/sluzby/ga4/,E2-057
P2-042,2026-09-04,CZ,CZ,MarketingPPC – Kolik stojí Google Ads,agentura,Správa PPC u agentury – paušál,fixed_package,kotva PPC,8–30 tis. Kč/měs,CZK,měsíc,19000,,,Google Ads (kotva PPC),,ne,"střed rozpětí; v ceně nastavení, optimalizace, měsíční reporty, konzultace; cenová kotva, ne analytika",https://www.marketingppc.cz/faq/kolik-stoji-google-ads/,E2-057
P2-043,2026-09-04,CZ,CZ,MarketingPPC – Kolik stojí Google Ads,agentura,Správa PPC u agentury – % ze spendu,pct_of_spend,kotva PPC,15–25 % spendu,CZK,měsíc,,,,Google Ads,,ne,u velkých klientů; hodinovka 800–2 000 Kč,https://www.marketingppc.cz/faq/kolik-stoji-google-ads/,E2-057
P2-044,2026-09-04,CZ,CZ,Martin Kovalčík (blog),freelancer,Správa PPC – freelancer,fixed_package,kotva PPC,od 10 000 Kč/měs,CZK,měsíc,10000,,,"Google Ads, Sklik (kotva PPC)",,ne,"měření + měsíční report jsou součástí paušálu, ne zvlášť",https://martinkovalcik.cz/blog/sprava-ppc-kampani,E2-058
P2-045,2026-09-04,CZ,CZ,Martin Kovalčík (blog),freelancer,Správa PPC – velká agentura,fixed_package,kotva PPC,25 000–70 000+ Kč/měs,CZK,měsíc,47500,,,PPC (kotva),,ne,střed rozpětí; alternativně 10–20 % budgetu,https://martinkovalcik.cz/blog/sprava-ppc-kampani,E2-058
P2-046,2026-09-04,CZ,CZ,Digitální architekti,agentura,GTM správa – rozpočtová pásma v poptávkovém formuláři,fixed_package,5 000–10 000 / 11 000–20 000 / 21 000–40 000 / 41 000+ Kč,5 000–41 000+ Kč,CZK,neuvedeno (pravděpodobně projekt),,,,"GTM, sGTM, CAPI",,volitelně,"scope=unknown; pásma z formuláře, ne ceník; období neuvedeno",https://digitalniarchitekti.cz/spravujeme-gtm-pro-klicove-hrace-ceske-ecommerce/,E2-003
